id,handle,status,current_vendor,expected_vendor,confidence,classification,problem,prefix,sku,evidence,title
9688173543737,screenflex-5-panel-mobile-light-duty-portable-room-divider-65h-x-95w-fabric-color-stone,ACTIVE,Brant Business Interiors,,AMBIGUOUS,AMBIGUOUS,vendor=BBI/blank,,,no resolving signal; prefix=(none),"Screenflex 5 panel mobile light-duty portable room divider, 6'5""h x 9'5""w, fabri"
9688271159609,bow-front-desk-72x42,ACTIVE,Brant Business Interiors,,AMBIGUOUS,AMBIGUOUS,vendor=BBI/blank,UN,UN7242BWL/BBF,no resolving signal; prefix=UN,"Bow front desk — 72""X42"""
9689001951545,oci-platinum-monitor-arms,ACTIVE,Brant Business Interiors,,AMBIGUOUS,AMBIGUOUS,vendor=BBI/blank,ERGOACCESS,ERGOACCESS-LR72-927B-G1,no resolving signal; prefix=ERGOACCESS,Oci platinum monitor arms
9690784596281,lockers-single-tier-assembled,ACTIVE,Brant Business Interiors,,AMBIGUOUS,AMBIGUOUS,vendor=BBI/blank,SCN,SCN-FJ151,no resolving signal; prefix=SCN,Lockers single tier (assembled)
9690804846905,lockers-2-tier-assembled,ACTIVE,Brant Business Interiors,,AMBIGUOUS,AMBIGUOUS,vendor=BBI/blank,SCN,SCN-FL396,no resolving signal; prefix=SCN,Lockers 2 tier (assembled)
9692198633785,lockerettes-6-tier-bank-of-3-36-x-18-x-72-steel-grey-rivet-assembled,ACTIVE,Brant Business Interiors,,AMBIGUOUS,AMBIGUOUS,vendor=BBI/blank,SCN,SCN-FJ173,no resolving signal; prefix=SCN,"Lockerettes, 6 -tier, bank of 3, 36"" x 18"" x 72"", steel, grey, rivet (assembled)"
9693081895225,felt-sound-dampeners,ACTIVE,Brant Business Interiors,,AMBIGUOUS,AMBIGUOUS,vendor=BBI/blank,,,no resolving signal; prefix=(none),Felt sound dampeners
9699889086777,auditorium-lecture-hall-seating,ARCHIVED,Borgo,Global Furniture Group,HIGH,NON-BBI-CONFLICT,vendor disagrees with evidence,BORGO,BORGO,specs.manufacturer->Global Furniture Group,Auditorium / Lecture Hall Seating
9712829890873,caster-options,ACTIVE,Brant Business Interiors,,AMBIGUOUS,AMBIGUOUS,vendor=BBI/blank,,,no resolving signal; prefix=(none),Caster options
9720592138553,factor-mesh-back-armchair-casters-5545amc-1,ACTIVE,Brant Business Interiors,,AMBIGUOUS,AMBIGUOUS,vendor=BBI/blank,,,no resolving signal; prefix=(none),"Factor mesh back armchair, casters (5545amc) — 5545AMC"
9720842944825,u-shape-d-top-workstation,ACTIVE,Brant Business Interiors,,AMBIGUOUS,AMBIGUOUS,vendor=BBI/blank,ASSTD,Asstd-see website,no resolving signal; prefix=ASSTD,U-shape d-top workstation
9722809811257,storage-right-ff-sc-left-wardrobe,ACTIVE,Brant Business Interiors,,AMBIGUOUS,AMBIGUOUS,vendor=BBI/blank,UN,UN3072FF/SC/WD/21,no resolving signal; prefix=UN,Storage / right ff & sc / left wardrobe
9723829223737,desk-lamp-5-30-w-led-bulb-adjustable-metal-acrylic-desk-mountable,ACTIVE,Brant Business Interiors,,AMBIGUOUS,AMBIGUOUS,vendor=BBI/blank,BOSVLED,BOSVLED500,no resolving signal; prefix=BOSVLED,"Desk lamp - 5.30 w LED bulb - adjustable - metal, acrylic - desk mountable"
9723830337849,led-desk-lamp-with-wireless-charger-led,ACTIVE,Brant Business Interiors,,AMBIGUOUS,AMBIGUOUS,vendor=BBI/blank,RDL,RDL-140QI-B,no resolving signal; prefix=RDL,LED desk lamp with wireless charger - LED
9723832435001,led-desk-lamp-with-usb-and-night-light,ACTIVE,Brant Business Interiors,,AMBIGUOUS,AMBIGUOUS,vendor=BBI/blank,RSIRDL,RSIRDL110U,no resolving signal; prefix=RSIRDL,LED desk lamp with USB and night light
9723869462841,sphere-power,ACTIVE,Brant Business Interiors,,AMBIGUOUS,AMBIGUOUS,vendor=BBI/blank,SP,SP22104P030,no resolving signal; prefix=SP,Sphere power
9727990038841,pedestal-file-file-with-or-without-wheels,ACTIVE,Heartwood Manufacturing,Global Furniture Group,HIGH,NON-BBI-CONFLICT,vendor disagrees with evidence,GLBMVLM,GLBMVLM23FF,Global-family prefix GLBMVLM->Global Furniture Group (parent manufacturer),Pedestal - file/file (with or without wheels)
9729271464249,nesting-training-table-8-colour-choices,ARCHIVED,Office Star Products,OTG / Offices to Go,HIGH,NON-BBI-CONFLICT,vendor disagrees with evidence,OSP,OSP-84224,specs.manufacturer->OTG / Offices to Go,Nesting Training Table (8 Colour Choices)
9729952809273,dual-coloured-bookcase-15-sizes-available,ACTIVE,Brant Business Interiors,,AMBIGUOUS,AMBIGUOUS,vendor=BBI/blank,BCMB,BCMB2429WHTSIDEPANEL,no resolving signal; prefix=BCMB,Dual coloured bookcase (15 sizes available) — 15 sizes
9733369233721,hideaway-storage-cabinet-1,ACTIVE,Brant Business Interiors,,AMBIGUOUS,AMBIGUOUS,vendor=BBI/blank,JNT,JNT5946JC,no resolving signal; prefix=JNT,Hideaway storage cabinet
9747754320185,levels-suite,ACTIVE,Brant Business Interiors,,AMBIGUOUS,AMBIGUOUS,vendor=BBI/blank,LEVELS,Levels Layout 1,no resolving signal; prefix=LEVELS,Levels suite
9753608388921,planter,ACTIVE,Brant Business Interiors,,AMBIGUOUS,AMBIGUOUS,vendor=BBI/blank,BEL,BEL-HFP154829-GVS,no resolving signal; prefix=BEL,Planter
9754651525433,shoptech-099rx,ACTIVE,Brant Business Interiors,,AMBIGUOUS,AMBIGUOUS,vendor=BBI/blank,,,no resolving signal; prefix=(none),Shoptech — 099RX
9757974364473,screenflex-room-dividers,ACTIVE,Brant Business Interiors,,AMBIGUOUS,AMBIGUOUS,vendor=BBI/blank,GLI,GLI T9AB226455,no resolving signal; prefix=GLI,Screenflex room dividers
9766928220473,hardfloor-casters,ACTIVE,Brant Business Interiors,,AMBIGUOUS,AMBIGUOUS,vendor=BBI/blank,MGE,MGE-1091503100000,no resolving signal; prefix=MGE,Hardfloor casters
9769268871481,trapezoid-tables-3-sizes,ACTIVE,Brant Business Interiors,MityBilt,HIGH,HIGH,vendor=BBI/blank,MYB,MYB- AT2448Z,SKU prefix MYB->MityBilt (single-mfr),Trapezoid tables (3 sizes) — 3 sizes
9769301311801,aktivity-puddle,ARCHIVED,Brant Business Interiors,MityBilt,HIGH,HIGH,vendor=BBI/blank,MYB,MYB-AT60PUD,specs.manufacturer->MityBilt,Aktivity Puddle
9769384116537,please-select-a-finish,ACTIVE,Brant Business Interiors,,AMBIGUOUS,AMBIGUOUS,vendor=BBI/blank,,,no resolving signal; prefix=(none),Please select a Finish
9776397713721,jumbo-storage-cabinet-assembled-72-h-x48w-x-24-d,ACTIVE,Brant Business Interiors,,AMBIGUOUS,AMBIGUOUS,vendor=BBI/blank,SCN,SCN-FL786,no resolving signal; prefix=SCN,"Jumbo storage cabinet assembled 72"" h x48""w x 24"" d — 24"""
9776398729529,deep-hi-boy-storage-cabinet-72-h-x-36-w-x-24-d,ACTIVE,Brant Business Interiors,,AMBIGUOUS,AMBIGUOUS,vendor=BBI/blank,SCN,SCN-FJ883,no resolving signal; prefix=SCN,"Deep hi-boy storage cabinet 72"" h x 36"" w x 24"" d — 24"""
9785193038137,makerspace-tables,ACTIVE,Brant Business Interiors,,AMBIGUOUS,AMBIGUOUS,vendor=BBI/blank,DIVERSIFIEDAFT,DIVERSIFIEDAFT48305,no resolving signal; prefix=DIVERSIFIEDAFT,Makerspace tables
9788103917881,credenza-with-sliding-doors-36-high,ACTIVE,Brant Business Interiors,,AMBIGUOUS,AMBIGUOUS,vendor=BBI/blank,UN,UN6024SC/SC/SLD2/36H,no resolving signal; prefix=UN,"Credenza with sliding doors 36"" high — 36"""
9795527344441,supra-x-chair-1,ACTIVE,Brant Business Interiors,,AMBIGUOUS,AMBIGUOUS,vendor=BBI/blank,,5333-3,no resolving signal; prefix=(none),Supra x chair
9795576660281,manual-height-adjustable-table,ACTIVE,Brant Business Interiors,,AMBIGUOUS,AMBIGUOUS,vendor=BBI/blank,HTM,HTM3058T/KEZLIFT,no resolving signal; prefix=HTM,Manual height adjustable table
9817942851897,the-halifax-collection,ACTIVE,Brant Business Interiors,,AMBIGUOUS,AMBIGUOUS,vendor=BBI/blank,,,no resolving signal; prefix=(none),The halifax collection
9822363451705,dolly-for-sonic-chairs-6517ws,ACTIVE,Brant Business Interiors,,AMBIGUOUS,AMBIGUOUS,vendor=BBI/blank,,,no resolving signal; prefix=(none),Dolly for sonic chairs — 6517WS
9828101783865,ganging-plates-for-terina-tables-gfcngfp,ACTIVE,Brant Business Interiors,Global Furniture Group,HIGH,HIGH,vendor=BBI/blank,GLC,GLC-GFT3072R,Global-family prefix GLC->Global Furniture Group (parent manufacturer),Ganging plates for terina tables gfcngfp
9832199749945,felt-acoustic-room-dividers,ACTIVE,Brant Business Interiors,,AMBIGUOUS,AMBIGUOUS,vendor=BBI/blank,HCA,HCA4747-BAM9-T,no resolving signal; prefix=HCA,Felt acoustic room dividers
9832223867193,felt-acoustic-wall-tiles,ACTIVE,Brant Business Interiors,,AMBIGUOUS,AMBIGUOUS,vendor=BBI/blank,BEL,BEL HWS1212-CIR9,no resolving signal; prefix=BEL,Felt acoustic wall tiles
9832616821049,ceiling-grids-sound-acoustic-dampeners-copy,ACTIVE,Brant Business Interiors,,AMBIGUOUS,AMBIGUOUS,vendor=BBI/blank,BELAIR,BELAIR HCG473608-4DAG12,no resolving signal; prefix=BELAIR,Ceiling grids sound acoustic dampeners
9832623735097,ceiling-grids-sound-acoustic-dampeners-orb,ACTIVE,Brant Business Interiors,,AMBIGUOUS,AMBIGUOUS,vendor=BBI/blank,BELAIR,BELAIR HCG16-ORB12,no resolving signal; prefix=BELAIR,Ceiling grids sound acoustic dampeners orb
9832764408121,hardware-for-ceiling-tiles,ACTIVE,Brant Business Interiors,,AMBIGUOUS,AMBIGUOUS,vendor=BBI/blank,,9  HAC-PANCLAMP-PF,no resolving signal; prefix=(none),Hardware for ceiling tiles
9833161556281,ceiling-baffles-sound-acoustic-dampeners,ACTIVE,Brant Business Interiors,,AMBIGUOUS,AMBIGUOUS,vendor=BBI/blank,,,no resolving signal; prefix=(none),Ceiling baffles sound acoustic dampeners
9851749335353,monitor-arms,ARCHIVED,Brant Business Interiors,,AMBIGUOUS,AMBIGUOUS,vendor=BBI/blank,,,no resolving signal; prefix=(none),Monitor arms
9862922142009,coffee-table-1,ACTIVE,Brant Business Interiors,,AMBIGUOUS,AMBIGUOUS,vendor=BBI/blank,INVCOFREC,INVCOFREC2436,no resolving signal; prefix=INVCOFREC,Coffee table
9868797346105,lockers-2-tier,ACTIVE,Brant Business Interiors,,AMBIGUOUS,AMBIGUOUS,vendor=BBI/blank,SCN,SCN-FN478,no resolving signal; prefix=SCN,Lockers 2-tier
9893783208249,please-select-a-finish-1,ACTIVE,Brant Business Interiors,,AMBIGUOUS,AMBIGUOUS,vendor=BBI/blank,,,no resolving signal; prefix=(none),Please Select a Finish
9903963603257,hutch-with-doors,ACTIVE,Brant Business Interiors,,AMBIGUOUS,AMBIGUOUS,vendor=BBI/blank,UN,UN36HUTDO/43,no resolving signal; prefix=UN,Hutch with doors (assembled)
9905594925369,dispose,ACTIVE,Brant Business Interiors,,AMBIGUOUS,AMBIGUOUS,vendor=BBI/blank,OCI,OCI-DISPOSAL PROGRAM,no resolving signal; prefix=OCI,Disposal program
9916922233145,additional-services-dismantle-re-assemble,ARCHIVED,Brant Business Interiors,,AMBIGUOUS,AMBIGUOUS,vendor=BBI/blank,DISMANTLE,Dismantle & Re-Assemble,no resolving signal; prefix=DISMANTLE,Additional services-dismantle & re-assemble
9924895768889,cluster-seating,ACTIVE,Brant Business Interiors,,AMBIGUOUS,AMBIGUOUS,vendor=BBI/blank,,,no resolving signal; prefix=(none),Cluster seating 4
9937627775289,height-adjustable-base-pneumatic,ACTIVE,Uline,Richelieu,HIGH,NON-BBI-CONFLICT,vendor disagrees with evidence,RIC,RIC- 500788530,SKU prefix RIC->Richelieu (single-mfr),Height adjustable base pneumatic (top sold separately)
9960567046457,keys-2-set,ACTIVE,Brant Business Interiors,,AMBIGUOUS,AMBIGUOUS,vendor=BBI/blank,,,no resolving signal; prefix=(none),Keys 2/set
9982113481017,eor-guest-chair-mvl3920b,ACTIVE,Brant Business Interiors,,AMBIGUOUS,AMBIGUOUS,vendor=BBI/blank,,,no resolving signal; prefix=(none),Eor guest chair — MVL3920B
10008720867641,custom-reception-unit-accessories,ACTIVE,Brant Business Interiors,,AMBIGUOUS,AMBIGUOUS,vendor=BBI/blank,,,no resolving signal; prefix=(none),Custom reception unit & accessories
10012482797881,student-chairs-3-sizes,ARCHIVED,Brant Business Interiors,,AMBIGUOUS,AMBIGUOUS,vendor=BBI/blank,EDU,EDU-SOFIA-LEG-14,no resolving signal; prefix=EDU,Student Chairs (3 sizes)
10023161004345,arm-caps-for-2330-chair,ACTIVE,Brant Business Interiors,,AMBIGUOUS,AMBIGUOUS,vendor=BBI/blank,,,no resolving signal; prefix=(none),Arm caps for 2330 chair
10043552071993,sonic-armchair-polypropylene-seat-back-6513,ACTIVE,Brant Business Interiors,,AMBIGUOUS,AMBIGUOUS,vendor=BBI/blank,,,no resolving signal; prefix=(none),"Sonic armchair, polypropylene seat & back (6513) — 6513"
10046412554553,solid-steel-shelving-starter-set,ACTIVE,Brant Business Interiors,,AMBIGUOUS,AMBIGUOUS,vendor=BBI/blank,,,no resolving signal; prefix=(none),"Solid steel shelving, starter set"
10052613177657,colour,ACTIVE,Brant Business Interiors,,AMBIGUOUS,AMBIGUOUS,vendor=BBI/blank,,,no resolving signal; prefix=(none),Colour
10053881692473,l-shape-workstations,ACTIVE,Brant Business Interiors,,AMBIGUOUS,AMBIGUOUS,vendor=BBI/blank,INV,INV3060DS-INVHPF-INV2430RSBR,no resolving signal; prefix=INV,"L-shape workstations (9 sizes, 8 colours) — 9 sizes"
10084137697593,lateral-file-used-5-drawer-beige-nevada,ACTIVE,Brant Business Interiors,,AMBIGUOUS,AMBIGUOUS,vendor=BBI/blank,,,no resolving signal; prefix=(none),Lateral file (used) 5 drawer beige nevada — 5 drawer
10085789335865,grommet-hole-cover,ACTIVE,Brant Business Interiors,,AMBIGUOUS,AMBIGUOUS,vendor=BBI/blank,,,no resolving signal; prefix=(none),Grommet hole & cover
10102505341241,coat-tree,ACTIVE,Brant Business Interiors,,AMBIGUOUS,AMBIGUOUS,vendor=BBI/blank,,,no resolving signal; prefix=(none),Coat tree
10102691627321,corner-maker-2-sizes,ACTIVE,Brant Business Interiors,,AMBIGUOUS,AMBIGUOUS,vendor=BBI/blank,ERG,ERG-CS25703,no resolving signal; prefix=ERG,Corner maker — 2 sizes
10111254855993,6-drawer-end-tab-cabinet-s128-drawers,ACTIVE,Brant Business Interiors,,AMBIGUOUS,AMBIGUOUS,vendor=BBI/blank,TEK,TEK-LLF60L2036D1A 2102204,no resolving signal; prefix=TEK,6 drawer end tab cabinet S128 drawers — 6 drawer
10128782164281,round-table-29-high-8-colours,ACTIVE,Brant Business Interiors,,AMBIGUOUS,AMBIGUOUS,vendor=BBI/blank,INV,INV900-SQB20-BLK R30,no resolving signal; prefix=INV,"Round table 29"" high (8 colours) — 8 colours"
10128802709817,electric-desk-riser-dual-monitor-arm,ACTIVE,Brant Business Interiors,,AMBIGUOUS,AMBIGUOUS,vendor=BBI/blank,,,no resolving signal; prefix=(none),Electric desk riser + dual monitor arm
10170849231161,evolve-workstations,ACTIVE,Brant Business Interiors,,AMBIGUOUS,AMBIGUOUS,vendor=BBI/blank,,,no resolving signal; prefix=(none),Evolve workstations
10192184049977,ultra-guest-chair,ACTIVE,Brant Business Interiors,,AMBIGUOUS,AMBIGUOUS,vendor=BBI/blank,,,no resolving signal; prefix=(none),Ultra guest chair
10196146585913,part-time-armless-task-chair-mvl2836,ACTIVE,ergoCentric,OTG / Offices to Go,HIGH,HIGH,vendor disagrees with evidence,GLB,GLB-MVL2836,MVL2836 = Offices To Go model (officestogo.com); deterministic SKU overrides brand metafield,Part-Time | Armless Task Chair MVL2836
10197035385145,wave-high-back-synchro-tilter,ACTIVE,Brant Business Interiors,,AMBIGUOUS,AMBIGUOUS,vendor=BBI/blank,,,no resolving signal; prefix=(none),Wave | High Back Synchro-Tilter
10197752348985,part-time-armless-posture-task-chair,ACTIVE,Office Central & Brant Business Interiors,OTG / Offices to Go,HIGH,HIGH,vendor=BBI/blank,GLB,GLB-MVL2837,MVL2837 = Offices To Go model (officestogo.com); deterministic SKU overrides brand metafield,Part-Time | Armless Posture Task Chair
10204558098745,progrid®-mesh-back-managers-chair-freeflex®-ii,ACTIVE,Office Central & Brant Business Interiors,Office Star Products,HIGH,HIGH,vendor=BBI/blank,OSP,OSP-92553,SKU prefix OSP->Office Star Products (single-mfr),ProGrid® Mesh Back Managers Chair FreeFlex® II 92553
10212204806457,boardroom-table-rectangular-94-5x47-25,ACTIVE,Office Central & Brant Business Interiors,,AMBIGUOUS,AMBIGUOUS,vendor=BBI/blank,INNOVATION,INNOVATION LAY75,no resolving signal; prefix=INNOVATION,"Boardroom Table Rectangular 94.5""x47.25"""
10223180611897,120-medicine-wheel-ottomans,ACTIVE,Office Central & Brant Business Interiors,,AMBIGUOUS,AMBIGUOUS,vendor=BBI/blank,MTB,MTB-JSMED.18,no resolving signal; prefix=MTB,"120"" Medicine Wheel Ottomans"
