Handle,Product_ID,Image_Position,Shopify_Image_ID,Outcome
premium-plinth-cylinder-table-recessed-base-2,9764262936889,3,53463064478009,deleted
premium-plinth-cylinder-table-recessed-base-2,9764262936889,4,53463064510777,deleted
wardrobe,9763504587065,2,53463064543545,deleted
wardrobe,9763504587065,3,53463064576313,deleted
wardrobe,9763504587065,4,53463064674617,deleted
credenza-lfmsu,9763460579641,2,53463064740153,deleted
credenza-lfmsu,9763460579641,3,53463064772921,deleted
credenza-lfmsu,9763460579641,4,53463064871225,deleted
credenza-scmsu,9763442524473,2,53463065067833,deleted
credenza-scmsu,9763442524473,3,53463065100601,deleted
credenza-scmsu,9763442524473,4,53463065133369,deleted
credenza-lflf-1,9763429646649,2,53463065231673,deleted
credenza-lflf-1,9763429646649,3,53463065264441,deleted
credenza-lflf-1,9763429646649,4,53463065297209,deleted
desk-shell-5-sizes,9757722313017,2,53463065395513,deleted
desk-shell-5-sizes,9757722313017,3,53463065428281,deleted
shoptech-081,9754663682361,2,53463065461049,deleted
shoptech-081,9754663682361,3,53463065559353,deleted
shoptech-081,9754663682361,4,53463065592121,deleted
shoptech-2500-pc550,9754656440633,2,53463065624889,deleted
shoptech-2500-pc550,9754656440633,3,53463065723193,deleted
shoptech-2500-pc550,9754656440633,4,53463065755961,deleted
shoptech-082,9754654933305,2,53463065788729,deleted
shoptech-082,9754654933305,3,53463065887033,deleted
shoptech-082,9754654933305,4,53463065919801,deleted
shoptech-2410,9754654245177,2,53463069688121,deleted
shoptech-2410,9754654245177,3,53463069720889,deleted
shoptech-2410,9754654245177,4,53463069819193,deleted
shoptech-2302-pc775,9754653262137,2,53463069917497,deleted
shoptech-2302-pc775,9754653262137,3,53463069983033,deleted
shoptech-2302-pc775,9754653262137,4,53463070081337,deleted
shoptech-2300-pc775,9754652115257,2,53463070114105,deleted
shoptech-2300-pc775,9754652115257,3,53463070146873,deleted
shoptech-2300-pc775,9754652115257,4,53463070245177,deleted
shoptech-099rx,9754651525433,2,53463070277945,deleted
shoptech-099rx,9754651525433,3,53463070310713,deleted
shoptech-099rx,9754651525433,4,53463070409017,deleted
shoptech-097-pc1000,9754633077049,2,53463070441785,deleted
shoptech-097-pc1000,9754633077049,3,53463070474553,deleted
shoptech-097-pc1000,9754633077049,4,53463070507321,deleted
basics-elora-chair-high-back-black-leather-luxhide-mvl1893upu30bl20,9753585910073,2,53463070605625,deleted
basics-elora-chair-high-back-black-leather-luxhide-mvl1893upu30bl20,9753585910073,3,53463070671161,deleted
basics-elora-chair-high-back-black-leather-luxhide-mvl1893upu30bl20,9753585910073,4,53463070703929,deleted
credenza-storage-hutch,9751461036345,2,53463070802233,deleted
credenza-storage-hutch,9751461036345,3,53463070835001,deleted
credenza-storage-hutch,9751461036345,4,53463070867769,deleted
partitions-66-high-3-offices-1,9749032632633,2,53463070998841,deleted
partitions-66-high-3-offices-1,9749032632633,3,53463071064377,deleted
partitions-66-high-3-offices-1,9749032632633,4,53463071097145,deleted
sparrow-otg10920-guest-chair,9747454427449,2,53463071195449,deleted
sparrow-otg10920-guest-chair,9747454427449,3,53463071228217,deleted
sparrow-otg10920-guest-chair,9747454427449,4,53463071260985,deleted
zune-tilter-chair-black-fabric-seat-plastic-mesh-back-medium-back-otg11751b,9747452592441,2,53463071293753,deleted
zune-tilter-chair-black-fabric-seat-plastic-mesh-back-medium-back-otg11751b,9747452592441,3,53463071392057,deleted
zune-tilter-chair-black-fabric-seat-plastic-mesh-back-medium-back-otg11751b,9747452592441,4,53463071424825,deleted
comfort-time-ultra-petit-seat-multi-tilter-chair-high-back-baomvl1880g5,9747448791353,2,53463071457593,deleted
comfort-time-ultra-petit-seat-multi-tilter-chair-high-back-baomvl1880g5,9747448791353,3,53463071588665,deleted
comfort-time-ultra-petit-seat-multi-tilter-chair-high-back-baomvl1880g5,9747448791353,4,53463071621433,deleted
basics-comfort-time-ultra-multi-tilter-chair-with-headrest,9747447873849,2,53463071654201,deleted
basics-comfort-time-ultra-multi-tilter-chair-with-headrest,9747447873849,3,53463071752505,deleted
basics-comfort-time-ultra-multi-tilter-chair-with-headrest,9747447873849,4,53463071785273,deleted
chevron-ultra-high-back-multi-tilter-chair-high-back-bao11203-1,9747444826425,2,53463071818041,deleted
chevron-ultra-high-back-multi-tilter-chair-high-back-bao11203-1,9747444826425,3,53463071916345,deleted
chevron-ultra-high-back-multi-tilter-chair-high-back-bao11203-1,9747444826425,4,53463072014649,deleted
installation1000,9746802016569,2,53463072047417,deleted
installation1000,9746802016569,3,53463072145721,deleted
installation1000,9746802016569,4,53463072178489,deleted
installation475,9746789433657,2,53463072211257,deleted
installation475,9746789433657,3,53463072309561,deleted
installation475,9746789433657,4,53463072342329,deleted
l-shape-desk-8-sizes-9-colour-options-2,9746782093625,2,53463072375097,deleted
l-shape-desk-8-sizes-9-colour-options-2,9746782093625,3,53463072407865,deleted
l-shape-desk-8-sizes-9-colour-options-2,9746782093625,4,53463072506169,deleted
l-shape-desk-8-sizes-9-colour-options-1,9746754732345,2,53463072571705,deleted
l-shape-desk-8-sizes-9-colour-options-1,9746754732345,3,53463072604473,deleted
l-shape-desk-8-sizes-9-colour-options-1,9746754732345,4,53463072702777,deleted
delivery-charge-85-00,9746670092601,2,53463072735545,deleted
delivery-charge-85-00,9746670092601,3,53463072833849,deleted
delivery-charge-85-00,9746670092601,4,53463072932153,deleted
mobile-pedestal-drawer-box-file,9745591533881,2,53463072997689,already_gone
mobile-pedestal-drawer-box-file,9745591533881,3,53463073030457,already_gone
mobile-pedestal-drawer-box-file,9745591533881,4,53463073128761,already_gone
prime-49-6h-two-file-multi-stor-cabinet-36w-x-18d-one-adjustable-shelf-gucc41g1836p,9733027758393,2,53463073161529,deleted
prime-49-6h-two-file-multi-stor-cabinet-36w-x-18d-one-adjustable-shelf-gucc41g1836p,9733027758393,3,53463073554745,deleted
prime-49-6h-two-file-multi-stor-cabinet-36w-x-18d-one-adjustable-shelf-gucc41g1836p,9733027758393,4,53463073587513,deleted
prime-multi-storage-cabinet-lateral-file,9733027463481,2,53463073685817,deleted
prime-multi-storage-cabinet-lateral-file,9733027463481,3,53463073718585,deleted
prime-multi-storage-cabinet-lateral-file,9733027463481,4,53463073751353,deleted
multi-storage-cabinet-93365msl,9733021401401,2,53463073849657,deleted
multi-storage-cabinet-93365msl,9733021401401,3,53463073882425,deleted
multi-storage-cabinet-93365msl,9733021401401,4,53463073915193,deleted
dual-coloured-bookcase-15-sizes-available,9729952809273,2,53463074013497,deleted
dual-coloured-bookcase-15-sizes-available,9729952809273,3,53463074046265,deleted
dual-coloured-bookcase-15-sizes-available,9729952809273,4,53463074079033,deleted
kate-medium-back-armchair-2813,9729489043769,2,53463074111801,deleted
kate-medium-back-armchair-2813,9729489043769,3,53463074210105,deleted
kate-medium-back-armchair-2813,9729489043769,4,53463074242873,deleted
the-twilight-armchair-wood-veneer-back-2198ws,9729485898041,2,53463074275641,deleted
the-twilight-armchair-wood-veneer-back-2198ws,9729485898041,3,53463074373945,deleted
the-twilight-armchair-wood-veneer-back-2198ws,9729485898041,4,53463074472249,deleted
the-erin-armless-chair-wood-legs-gc36530,9729480393017,2,53463074505017,deleted
the-erin-armless-chair-wood-legs-gc36530,9729480393017,3,53463074603321,deleted
the-erin-armless-chair-wood-legs-gc36530,9729480393017,4,53463074636089,deleted
marche-guest-chair-8622,9729473741113,2,53463074668857,deleted
marche-guest-chair-8622,9729473741113,3,53463074767161,deleted
marche-guest-chair-8622,9729473741113,4,53463074799929,deleted
marche-guest-chair-copy,9729471086905,2,53463074931001,deleted
marche-guest-chair-copy,9729471086905,3,53463074963769,deleted
marche-guest-chair-copy,9729471086905,4,53463075127609,deleted
marche-guest-chair,9729470857529,2,53463075160377,deleted
marche-guest-chair,9729470857529,3,53463075193145,deleted
marche-guest-chair,9729470857529,4,53463075324217,deleted
pedestal-file-file-with-or-without-wheels,9727990038841,2,53463075389753,deleted
pedestal-file-file-with-or-without-wheels,9727990038841,3,53463075455289,deleted
pedestal-file-file-with-or-without-wheels,9727990038841,4,53463075520825,deleted
4-drawer-legal-width-vertical-file,9727970705721,2,53463075619129,deleted
4-drawer-legal-width-vertical-file,9727970705721,3,53463075651897,deleted
4-drawer-legal-width-vertical-file,9727970705721,4,53463075684665,deleted
4-drawer-letter-width-vertical-file,9727969984825,2,53463075782969,deleted
4-drawer-letter-width-vertical-file,9727969984825,3,53463075815737,deleted
