Handle,Filename,Shopify_CDN_URL,File_GID,Outcome
sonic-armchair-upholstered-seat-polypropylene-back-casters-6574,EAKh881b-lX7utp-5pqTE,https://cdn.shopify.com/s/files/1/0859/0413/0361/files/EAKh881b-lX7utp-5pqTE_3b299025-4dbe-49b6-9310-61298b0105c1.jpg?v=1777134085,,NOT_FOUND
laptop-holder-for-100-ma1c-100-ma2c-monitor-arms,B5dyduWsRU4rKpxDrbxD6,https://cdn.shopify.com/s/files/1/0859/0413/0361/files/B5dyduWsRU4rKpxDrbxD6_cf633b9c-2fc7-4f8b-9d7d-59866f88abda.jpg?v=1777134088,,NOT_FOUND
laptop-holder-for-100-ma1c-100-ma2c-monitor-arms,CFXP4P1eKX6S9633LNlJ7,https://cdn.shopify.com/s/files/1/0859/0413/0361/files/CFXP4P1eKX6S9633LNlJ7_9e21c746-a24c-47f1-a0b6-050bc7d476cc.jpg?v=1777134091,,NOT_FOUND
laptop-holder-for-100-ma1c-100-ma2c-monitor-arms,BRf7m1mf54SyMvDrHfgSe,https://cdn.shopify.com/s/files/1/0859/0413/0361/files/BRf7m1mf54SyMvDrHfgSe_4885c8f6-536d-4c90-b473-71f98052e74e.jpg?v=1777134093,,NOT_FOUND
cluster-seating-2,_DC6f_lwMyI-SFymyKnU1,https://cdn.shopify.com/s/files/1/0859/0413/0361/files/DC6f_lwMyI-SFymyKnU1_d60a56d0-3049-477b-a726-25da86480e44.jpg?v=1777134096,,NOT_FOUND
cluster-seating-2,zv18pEGrWO6lDuTgveWxi,https://cdn.shopify.com/s/files/1/0859/0413/0361/files/zv18pEGrWO6lDuTgveWxi_18c25c26-755e-419e-8bb6-37690dd8c250.jpg?v=1777134099,,NOT_FOUND
cluster-seating-2,Xb4Bij1pJiVWy4f5MH1nI,https://cdn.shopify.com/s/files/1/0859/0413/0361/files/Xb4Bij1pJiVWy4f5MH1nI_cf35c86f-2e0c-41d0-b17d-b55d0713b700.jpg?v=1777134101,,NOT_FOUND
cluster-seating,yIB2S2woD4cfGJI7ggfVk,https://cdn.shopify.com/s/files/1/0859/0413/0361/files/yIB2S2woD4cfGJI7ggfVk_c747d10e-00b0-4f57-bae5-cca19d43bb4a.jpg?v=1777134104,,NOT_FOUND
cluster-seating,3APJODlPV4JUYVjzrP-R_,https://cdn.shopify.com/s/files/1/0859/0413/0361/files/3APJODlPV4JUYVjzrP-R_9f6eac81-b86d-49b3-aacf-b278210937be.jpg?v=1777134107,,NOT_FOUND
cluster-seating,Xd9votBy51H3bR_wcsSj9,https://cdn.shopify.com/s/files/1/0859/0413/0361/files/Xd9votBy51H3bR_wcsSj9_c775ef7c-3c20-48bb-a64e-7672c24da666.jpg?v=1777134110,,NOT_FOUND
contemporary-metal-desk,TazR9PYn4VlvQll2MuF-w,https://cdn.shopify.com/s/files/1/0859/0413/0361/files/TazR9PYn4VlvQll2MuF-w_0e256972-e8eb-4dc1-a902-26643cbb9af1.jpg?v=1777134113,,NOT_FOUND
contemporary-metal-desk,S8YBWur4D5xgn3RsQdhZw,https://cdn.shopify.com/s/files/1/0859/0413/0361/files/S8YBWur4D5xgn3RsQdhZw_073b2048-b134-45bd-9d21-96840b93c4cb.jpg?v=1777134115,,NOT_FOUND
contemporary-metal-desk,Ml7xDQ2G_bfqpuctO4niH,https://cdn.shopify.com/s/files/1/0859/0413/0361/files/Ml7xDQ2G_bfqpuctO4niH_53615c27-bf1c-4e10-9f8e-494f9141386f.jpg?v=1777134117,,NOT_FOUND
metal-apex-desk,87C5RZc7dS-8Hb-lRAVNe,https://cdn.shopify.com/s/files/1/0859/0413/0361/files/87C5RZc7dS-8Hb-lRAVNe_8a665ad1-0f2f-49ca-b6c8-8853f393b3aa.jpg?v=1777134120,,NOT_FOUND
metal-apex-desk,yxADL44mJpsK3C6vRPcQx,https://cdn.shopify.com/s/files/1/0859/0413/0361/files/yxADL44mJpsK3C6vRPcQx_d7e7bf98-83b3-443f-98a0-5cdb27fab5d9.jpg?v=1777134123,,NOT_FOUND
metal-apex-desk,83EJNpL_0K9_8AS_Su7Up,https://cdn.shopify.com/s/files/1/0859/0413/0361/files/83EJNpL_0K9_8AS_Su7Up_d8b8bea6-f600-456b-9c94-f670202eb84f.jpg?v=1777134125,,NOT_FOUND
dispose,eyRKB4Ft6Y7z6wLdEqVR7,https://cdn.shopify.com/s/files/1/0859/0413/0361/files/eyRKB4Ft6Y7z6wLdEqVR7_4d7da71c-336b-4790-81c6-c756583cd730.jpg?v=1777134128,,NOT_FOUND
dispose,Wd4p2Tax0QsmNOqmY1K1g,https://cdn.shopify.com/s/files/1/0859/0413/0361/files/Wd4p2Tax0QsmNOqmY1K1g_a9c17f2e-53dd-44e7-bd18-1d07ca7bd453.jpg?v=1777134131,,NOT_FOUND
dispose,SpkPYJDehWDn8t8_85s2Z,https://cdn.shopify.com/s/files/1/0859/0413/0361/files/SpkPYJDehWDn8t8_85s2Z_7258943e-eb3e-4db8-b8a7-15109943a5a7.jpg?v=1777134133,,NOT_FOUND
robust-high-back-multi-tilter-chair-2526,L9Y4z_jZAMlvWhuBqTF-T,https://cdn.shopify.com/s/files/1/0859/0413/0361/files/L9Y4z_jZAMlvWhuBqTF-T_c1f44b87-4fc8-4b8f-ba93-e4f96767ebc0.jpg?v=1777134136,,NOT_FOUND
robust-high-back-multi-tilter-chair-2526,osrGpCi5lfkovaOuz56Kh,https://cdn.shopify.com/s/files/1/0859/0413/0361/files/osrGpCi5lfkovaOuz56Kh_cafdab62-0192-4ab6-8abf-265e047b9306.jpg?v=1777134139,,NOT_FOUND
robust-high-back-multi-tilter-chair-2526,RDRTLFGppftIC28TKF4Ip,https://cdn.shopify.com/s/files/1/0859/0413/0361/files/RDRTLFGppftIC28TKF4Ip_4ef0426e-ba0f-4e9d-a053-965c9500adec.jpg?v=1777134141,,NOT_FOUND
hutch-with-doors,Y670z7Fu7qrPbC374YNnW,https://cdn.shopify.com/s/files/1/0859/0413/0361/files/Y670z7Fu7qrPbC374YNnW_1d0b109b-45a5-40f0-9f24-a1daea63b392.jpg?v=1777134145,,NOT_FOUND
hutch-with-doors,3d67wEtXB114KNCHIqWF-,https://cdn.shopify.com/s/files/1/0859/0413/0361/files/3d67wEtXB114KNCHIqWF_03c2e886-2a0b-48df-8619-f8321c2136c8.jpg?v=1777134147,,NOT_FOUND
hutch-with-doors,WvwrlfW5dMwEg4l9Mh920,https://cdn.shopify.com/s/files/1/0859/0413/0361/files/WvwrlfW5dMwEg4l9Mh920_001d2fb7-7a57-4614-a19d-a2b62f3d8390.jpg?v=1777134149,,NOT_FOUND
executive-workstation-10x10,7RJ67TVvZTMOdWzgKvf_l,https://cdn.shopify.com/s/files/1/0859/0413/0361/files/7RJ67TVvZTMOdWzgKvf_l_32a5a8bb-6768-497b-99d9-323fa9ab27a9.jpg?v=1777134152,,NOT_FOUND
executive-workstation-10x10,NZ7GaNL2FES6eSt7taSFR,https://cdn.shopify.com/s/files/1/0859/0413/0361/files/NZ7GaNL2FES6eSt7taSFR_3fda8ced-3db5-49ba-85e8-58d2050795eb.jpg?v=1777134155,,NOT_FOUND
executive-workstation-10x10,VbW9YL4_DKfDmOeWMKQuK,https://cdn.shopify.com/s/files/1/0859/0413/0361/files/VbW9YL4_DKfDmOeWMKQuK_14e7211e-b08d-4c27-bcd7-2028e54096df.jpg?v=1777134157,,NOT_FOUND
l-shape-desk-set-72x72,D2u5mCqxaIhtxKxC2tNlX,https://cdn.shopify.com/s/files/1/0859/0413/0361/files/D2u5mCqxaIhtxKxC2tNlX_5aa13c20-6767-4bca-bb37-901c1bc7d727.jpg?v=1777134160,,NOT_FOUND
l-shape-desk-set-72x72,NWKBjrrQQFI_W7W8M3biL,https://cdn.shopify.com/s/files/1/0859/0413/0361/files/NWKBjrrQQFI_W7W8M3biL_826fa61a-e850-4ed9-aa9a-6caa149b7c1c.jpg?v=1777134163,,NOT_FOUND
l-shape-desk-set-72x72,GeMarQkuc3zQhadF5w0qz,https://cdn.shopify.com/s/files/1/0859/0413/0361/files/GeMarQkuc3zQhadF5w0qz_2da9e06e-fcd8-4b45-8fd4-6b88721476ef.jpg?v=1777134165,,NOT_FOUND
l-shape-desk-with-hutch,E1F78b1La8zzUQlx_WG7v,https://cdn.shopify.com/s/files/1/0859/0413/0361/files/E1F78b1La8zzUQlx_WG7v_6050d061-40fb-4488-af7b-00c420444f91.jpg?v=1777134168,,NOT_FOUND
l-shape-desk-with-hutch,wyjwWZNa3f5poElGbqw0E,https://cdn.shopify.com/s/files/1/0859/0413/0361/files/wyjwWZNa3f5poElGbqw0E_756cccb2-9d9b-480e-b1db-e2501bbd6d98.jpg?v=1777134171,,NOT_FOUND
l-shape-desk-with-hutch,yA2Eg7Aye7nfp-akPkOK9,https://cdn.shopify.com/s/files/1/0859/0413/0361/files/yA2Eg7Aye7nfp-akPkOK9_a5e3af23-2984-4c2d-a37d-f72f11c87a22.jpg?v=1777134173,,NOT_FOUND
indigenous-medicine-wheel-huddl,JzhhYxa8Bti9ct9PsY3oS,https://cdn.shopify.com/s/files/1/0859/0413/0361/files/JzhhYxa8Bti9ct9PsY3oS_e4ed8707-3190-47de-9e2b-4a2074343b0c.jpg?v=1777134176,,NOT_FOUND
indigenous-medicine-wheel-huddl,f1Yf2Flx-C01E7ozZE1qK,https://cdn.shopify.com/s/files/1/0859/0413/0361/files/f1Yf2Flx-C01E7ozZE1qK_48d38602-e16c-4541-875b-7d6345d9c571.jpg?v=1777134179,,NOT_FOUND
indigenous-medicine-wheel-huddl,RRm1IPw-Q5fTla-3ZifYg,https://cdn.shopify.com/s/files/1/0859/0413/0361/files/RRm1IPw-Q5fTla-3ZifYg_39ed5689-3a6b-4b8c-956a-34451a40c161.jpg?v=1777134181,,NOT_FOUND
coffee-table-1,WIZDXkVgDMl2_6RLF1Rq9,https://cdn.shopify.com/s/files/1/0859/0413/0361/files/WIZDXkVgDMl2_6RLF1Rq9_709d4d56-db68-4d72-838c-dbc5b5ab8f70.jpg?v=1777134184,,NOT_FOUND
coffee-table-1,2nmzWXghgtDDlvMLOop4j,https://cdn.shopify.com/s/files/1/0859/0413/0361/files/2nmzWXghgtDDlvMLOop4j_8cd3c3cb-ef6f-4e93-bbf8-e00520d4767f.jpg?v=1777134187,,NOT_FOUND
coffee-table-1,zlEs3F535j3Cas_PGKqbK,https://cdn.shopify.com/s/files/1/0859/0413/0361/files/zlEs3F535j3Cas_PGKqbK_16583c4e-dd1b-48e5-bcb5-730c86bdeb12.jpg?v=1777134189,,NOT_FOUND
credenza-storage-storage-with-locks,L-y9dn96LfLC7g2Uajbyu,https://cdn.shopify.com/s/files/1/0859/0413/0361/files/L-y9dn96LfLC7g2Uajbyu_016e446c-b6a3-4b82-93c5-519754ab6bc2.jpg?v=1777134192,,NOT_FOUND
credenza-storage-storage-with-locks,b4AnCP6zoQhF3jx_LcWwW,https://cdn.shopify.com/s/files/1/0859/0413/0361/files/b4AnCP6zoQhF3jx_LcWwW_90b96bcb-dbc5-434f-ad68-57c67191cb31.jpg?v=1777134195,,NOT_FOUND
