"SECTION","value","handle_or_count","extra"
"SUB_COLLECTIONS","Desk Top Sit / Stand (Ergonomic Products)","desk-top-sit-stand-ergonomic-products","custom | ok"
"SUB_COLLECTIONS","Desks","type-desks","smart | ok"
"SUB_COLLECTIONS","Desks & Workstations","desks","smart | ok"
"SUB_COLLECTIONS","Desks-Straight","desks-straight","custom | ok"
"SUB_COLLECTIONS","Desktop Risers","desktop-risers","custom | ok"
"SUB_COLLECTIONS","Desktop Sit Stand","desktop-sit-stand","custom | ok"
"SUB_COLLECTIONS","Drafting Tables","drafting-tables","custom | ok"
"SUB_COLLECTIONS","End tables (Tables)","end-tables-tables","custom | ok"
"SUB_COLLECTIONS","ergoCentric","ergocentric","smart | ok"
"SUB_COLLECTIONS","Ergonomic Accessories","ergonomic-accessories","custom | ok"
"SUB_COLLECTIONS","Ergonomic Products","ergonomic-products","smart | ok"
"SUB_COLLECTIONS","Executive Seating","executive-seating","custom | ok"
"SUB_COLLECTIONS","Fees products","fees-products","smart | ok"
"SUB_COLLECTIONS","Fire Resistant File Cabinets","fire-resistant-file-cabinets","custom | ok"
"SUB_COLLECTIONS","Fire Resistant File Cabinets & Safes","fire-resistant-file-cabinets-safes","custom | ok"
"SUB_COLLECTIONS","Fire Resistant File Cabinets (Storage)","fire-resistant-file-cabinets-storage","custom | ok"
"SUB_COLLECTIONS","Fire Resistant Safes","fire-resistant-safes","custom | ok"
"SUB_COLLECTIONS","Fire Resistant Safes (Storage)","fire-resistant-safes-storage","custom | ok"
"SUB_COLLECTIONS","Focus Room Furniture","focus-rooms","custom | ok"
"SUB_COLLECTIONS","Folding Chair","folding-chair-chair","custom | suspicious-handle"
"SUB_COLLECTIONS","Folding Tables (Tables)","folding-tables-tables","custom | ok"
"SUB_COLLECTIONS","Folding/Stacking Chairs & Carts","folding-stacking-chairs-carts","custom | ok"
"SUB_COLLECTIONS","Furniture","furniture","custom | ok"
"SUB_COLLECTIONS","Gaming","gaming","custom | ok"
"SUB_COLLECTIONS","Global / Teknion","global-teknion","smart | ok"
"SUB_COLLECTIONS","Global Desks & Workstations","gfg-desks","smart | ok"
"SUB_COLLECTIONS","Global Seating","gfg-chairs","smart | ok"
"SUB_COLLECTIONS","Global Storage & Filing","gfg-storage","smart | ok"
"SUB_COLLECTIONS","Global Tables","gfg-tables","smart | ok"
"SUB_COLLECTIONS","Guest (Seating)","guest-seating","custom | ok"
"SUB_COLLECTIONS","Healthcare Seating","healthcare-seating","custom | ok"
"SUB_COLLECTIONS","Heartwood Desks & Workstations","heartwood-desks","smart | ok"
"SUB_COLLECTIONS","Heartwood Storage & Casegoods","heartwood-storage","smart | ok"
"SUB_COLLECTIONS","Heartwood Tables","heartwood-tables","smart | ok"
"SUB_COLLECTIONS","Height Adjustable Tables","height-adjustable-tables","custom | ok"
"SUB_COLLECTIONS","Height Adjustable Tables","height-adjustable-tables-1","custom | ok"
"SUB_COLLECTIONS","Height Adjustable Tables (Desks)","height-adjustable-tables-desks","custom | ok"
"SUB_COLLECTIONS","High-Density Storage","high-density-storage","custom | ok"
"SUB_COLLECTIONS","Highback (Seating)","highback-seating","custom | ok"
"SUB_COLLECTIONS","Home page","home-page","custom | ok"
"SUB_COLLECTIONS","Industrial Seating","industrial-seating","custom | ok"
"SUB_COLLECTIONS","Keilhauer","keilhauer","smart | ok"
"SUB_COLLECTIONS","Keyboard Trays","keyboard-trays","custom | ok"
"SUB_COLLECTIONS","Kids Bookcases","kids-bookcases","custom | ok"
"SUB_COLLECTIONS","L-Shape","l-shape","custom | ok"
"SUB_COLLECTIONS","L-Shape Desks","l-shape-desks","custom | ok"
"SUB_COLLECTIONS","L-Shape Desks","l-shape-desks-desks","custom | ok"
"SUB_COLLECTIONS","L-Shape Desks","l-shape-desks-1","custom | ok"
"SUB_COLLECTIONS","Laminate Bookcases","laminate-bookcases","custom | ok"
"SUB_COLLECTIONS","Lateral / Storage Combo (Storage)","lateral-storage-combo-storage","custom | ok"
"SUB_COLLECTIONS","Lateral File Cabinets (Storage)","lateral-file-cabinets-storage","custom | ok"
"SUB_COLLECTIONS","Lateral Files (Storage)","lateral-files-storage","custom | ok"
"SUB_COLLECTIONS","Leather / Faux (Seating)","leather-faux-seating","custom | ok"
"SUB_COLLECTIONS","Lecterns / Podiums","lecterns-podiums","custom | ok"
"SUB_COLLECTIONS","Lecture Hall Seating","lecture-hall-seating","custom | ok"
"SUB_COLLECTIONS","Library Study Tables","library-study-tables","custom | ok"
"SUB_COLLECTIONS","Lighting","lighting","custom | ok"
"SUB_COLLECTIONS","Lighting","lighting-1","custom | ok"
"SUB_COLLECTIONS","Lockers","lockers","custom | ok"
"SUB_COLLECTIONS","Lounge","room-lounge","smart | ok"
"SUB_COLLECTIONS","Lounge","lounge","custom | ok"
"SUB_COLLECTIONS","Lounge & Reception","lounge-reception","smart | ok"
"SUB_COLLECTIONS","Lounge Chairs","lounge-chairs","custom | ok"
"SUB_COLLECTIONS","Lounge Chairs (Seating)","lounge-chairs-seating","custom | ok"
"SUB_COLLECTIONS","Lounge Seating","type-lounge","smart | ok"
"SUB_COLLECTIONS","Lounge Seating","lounge-seating","custom | ok"
"SUB_COLLECTIONS","Mandatory Fees","mandatory-fees","smart | ok"
"SUB_COLLECTIONS","Medium Back (Seating)","medium-back-seating","custom | ok"
"SUB_COLLECTIONS","Meeting & Conference Room Tables","meeting-conference-room-tables","custom | ok"
"SUB_COLLECTIONS","Meeting Tables","meeting-tables","custom | ok"
"SUB_COLLECTIONS","Mesh (Seating)","mesh-seating","custom | ok"
"SUB_COLLECTIONS","Metal Vertical Files","metal-vertical-files","custom | ok"
"SUB_COLLECTIONS","Mobile Pedestals","mobile-pedestals","custom | ok"
"SUB_COLLECTIONS","Mobile Storage Carts","mobile-storage","custom | ok"
"SUB_COLLECTIONS","Modular Workstations","modular-workstations","custom | ok"
"SUB_COLLECTIONS","Monitor Arms","monitor-arms","custom | ok"
"SUB_COLLECTIONS","Multi Person Workstations","multi-person-workstations","custom | ok"
"SUB_COLLECTIONS","Multi Person Workstations","multi-person-workstations-1","custom | ok"
"SUB_COLLECTIONS","Multi Person Workstations (Desks)","multi-person-workstations-desks","custom | ok"
"SUB_COLLECTIONS","Nesting Chairs (Chair)","nesting-chairs-chair","custom | suspicious-handle"
"SUB_COLLECTIONS","ObusForme Seating","obusforme-chairs","smart | ok"
"SUB_COLLECTIONS","OECM-Eligible Products","oecm-eligible","smart | ok"
"SUB_COLLECTIONS","Office Furniture","office-furniture","custom | ok"
"SUB_COLLECTIONS","Office Suites (Desks)","office-suites-desks","custom | ok"
"SUB_COLLECTIONS","Open Plan","room-open-plan","smart | ok"
"SUB_COLLECTIONS","OTG Accessories","otg-accessories","smart | ok"
"SUB_COLLECTIONS","OTG Desks & Workstations","otg-desks","smart | ok"
"SUB_COLLECTIONS","OTG Lounge Seating","otg-lounge","smart | ok"
"SUB_COLLECTIONS","OTG Panels & Dividers","otg-panels","smart | ok"
"SUB_COLLECTIONS","OTG Seating","otg-chairs","smart | ok"
"SUB_COLLECTIONS","OTG Storage & Filing","otg-storage","smart | ok"
"SUB_COLLECTIONS","OTG Tables","otg-tables","smart | ok"
"SUB_COLLECTIONS","Ottomans","ottomans","custom | ok"
"SUB_COLLECTIONS","Outdoor","type-outdoor","smart | ok"
"SUB_COLLECTIONS","Outdoor Seating","outdoor-seating","custom | ok"
"SUB_COLLECTIONS","Outerwear","outerwear","custom | ok"
"SUB_COLLECTIONS","Panel Systems","panel-systems","custom | ok"
"SUB_COLLECTIONS","Panels & Room Dividers","panels-room-dividers","smart | ok"
"SUB_COLLECTIONS","Panels/Dividers","panels-dividers","custom | ok"
"SUB_COLLECTIONS","Panels/Partitions","panels-partitions","custom | ok"
"SUB_COLLECTIONS","Pedestal / Drawers (Storage)","pedestal-drawers-storage","custom | ok"
"SUB_COLLECTIONS","Pedestal Drawers","pedestal-drawers","custom | ok"
"SUB_COLLECTIONS","Pedestal Drawers","pedestal-drawers-1","custom | ok"
"SUB_COLLECTIONS","Pedestals","pedestals","custom | ok"
"SUB_COLLECTIONS","Personal Storage","personal-storage","custom | ok"
"SUB_COLLECTIONS","Planters","planters","custom | ok"
"SUB_COLLECTIONS","Podiums & AV Furniture","podiums-av-furniture","smart | ok"
"SUB_COLLECTIONS","Power Modules (Accessories)","power-modules-accessories","custom | ok"
"SUB_COLLECTIONS","Privacy Screens","privacy-screens","custom | ok"
"SUB_COLLECTIONS","Private Office","room-private-office","smart | ok"
"SUB_COLLECTIONS","Products","products","smart | ok"
"SUB_COLLECTIONS","Reception","room-reception","smart | ok"
"SUB_COLLECTIONS","Reception","reception","custom | ok"
"SUB_COLLECTIONS","Reception Desks (Desks)","reception-desks-desks","custom | ok"
"SUB_COLLECTIONS","Reception, Side & Guest Chairs","reception-side-guest-chairs","custom | ok"
"SUB_COLLECTIONS","Recliners","recliners","custom | ok"
"SUB_COLLECTIONS","Room Accessories","room-accessories","custom | ok"
"SUB_COLLECTIONS","Room Dividers","room-dividers","custom | ok"
"SUB_COLLECTIONS","Room Dividers (Panels / Dividers)","room-dividers-panels-dividers","custom | ok"
"SUB_COLLECTIONS","Round & Square Tables","round-square-tables","custom | ok"
"SUB_COLLECTIONS","Seating","seating","smart | ok"
"SUB_COLLECTIONS","Side / Coffee Table","side-coffee-table","custom | ok"
"SUB_COLLECTIONS","Side / Coffee Table (Tables)","side-coffee-table-tables","custom | suspicious-handle"
"SUB_COLLECTIONS","Sit-Stand Workstations","sit-stand-workstations","custom | ok"
"SUB_COLLECTIONS","Sound Dampeners","sound-dampeners","custom | ok"
"SUB_COLLECTIONS","Stacking (Seating)","stacking-seating","custom | ok"
"SUB_COLLECTIONS","Stacking Chairs (Chair)","stacking-chairs-chair","custom | suspicious-handle"
"SUB_COLLECTIONS","Standing & High Tables","standing-tables","custom | ok"
"SUB_COLLECTIONS","Stools","stools","custom | ok"
"SUB_COLLECTIONS","Stools & Drafting Chairs","stools-drafting-chairs","custom | ok"
"SUB_COLLECTIONS","Stools (Seating)","stools-seating","custom | ok"
"SUB_COLLECTIONS","Storage","type-storage","smart | ok"
"SUB_COLLECTIONS","Storage & Filing","storage","smart | ok"
"SUB_COLLECTIONS","Storage Cabinets","storage-cabinets","custom | ok"
"SUB_COLLECTIONS","Storage Cabinets & Lockers","storage-cabinets-lockers","custom | ok"
"SUB_COLLECTIONS","Storage Cabinets (Storage)","storage-cabinets-storage","custom | ok"
"SUB_COLLECTIONS","Straight Desks","straight-desks","custom | ok"
"SUB_COLLECTIONS","Straight Desks","straight-desks-desks","custom | ok"
"SUB_COLLECTIONS","Table Bases","table-bases","custom | ok"
"SUB_COLLECTIONS","Table Desks","table-desks","custom | ok"
"SUB_COLLECTIONS","Table Desks","table-desks-1","custom | ok"
"SUB_COLLECTIONS","Tables","type-tables","smart | ok"
"SUB_COLLECTIONS","Tables","tables","smart | ok"
"SUB_COLLECTIONS","Tablet Chairs","tablet-chairs","custom | ok"
"SUB_COLLECTIONS","Task Chairs","task-chairs","smart | ok"
"SUB_COLLECTIONS","Telephone Booths","telephone-booths","custom | ok"
"SUB_COLLECTIONS","Training Flip Top Tables","training-flip-top-tables","custom | ok"
"SUB_COLLECTIONS","Training Room","room-training-room","smart | ok"
"SUB_COLLECTIONS","Training Room Desks","training-desks","custom | ok"
"SUB_COLLECTIONS","Training Room Tables","training-room-tables","custom | ok"
"SUB_COLLECTIONS","U-Shape Desks","u-shape-desks","custom | ok"
"SUB_COLLECTIONS","U-Shape Desks","u-shape-desks-desks","custom | ok"
"SUB_COLLECTIONS","U-Shape Desks","u-shape-desks-1","custom | ok"
"SUB_COLLECTIONS","Vertical File Cabinets","vertical-file-cabinets-storage","custom | ok"
"SUB_COLLECTIONS","Vertical Files","vertical-files","custom | ok"
"SUB_COLLECTIONS","Wall-Mounted Storage","wall-storage","custom | ok"
"SUB_COLLECTIONS","walls","walls","custom | ok"
"SUB_COLLECTIONS","Wardrobe (Storage)","wardrobe-storage","custom | ok"
"SUB_COLLECTIONS","white board","white-board","custom | ok"
"SUB_COLLECTIONS","Winter Supplies","winter-supplies","custom | ok"

"BRANDS","OTG / Offices to Go","75",""
"BRANDS","Global Furniture Group","74",""
"BRANDS","Brant Business Interiors","35",""
"BRANDS","Heartwood Manufacturing Ltd.","28",""
"BRANDS","Fellowes","8",""
"BRANDS","ObusForme","6",""
"BRANDS","Office Star","5",""
"BRANDS","Horizon","5",""
"BRANDS","Deflecto","3",""
"BRANDS","Office Central & Brant Business Interiors","2",""
"BRANDS","Axis","1",""
"BRANDS","MergeWorks","1",""
"BRANDS","Victor Technology LLC","1",""
"BRANDS","FireKing","1",""
"BRANDS","Foundations Worldwide","1",""
"BRANDS","Tayco","1",""
"BRANDS","HDL","1",""
"BRANDS","Uline","1",""
"BRANDS","Pineapple Contracts","1",""
"BRANDS","Kensington","1",""
"BRANDS","MityBilt Products Inc.","1",""
"BRANDS","Produits Re-Plast","1",""
"BRANDS","Frost Products Ltd.","1",""
"BRANDS","ergoCentric","1",""
"BRANDS","Sentry Safe","1",""
"BRANDS","Rocelco","1",""
"BRANDS","Lesro Industries","1",""
