"product_id","handle","title","admin_url","storefront_url","current_vendor","current_product_type","current_tags","status","variant_count","price_min","price_max","primary_image_url","body_excerpt","created_at","claude_confidence","claude_reasoning","recommended_sub_collection_1","recommended_sub_collection_2","recommended_sub_collection_3","recommended_brand","accept_recommendations","override_sub_collection_1","override_sub_collection_2","override_sub_collection_3","override_brand","additional_tags","leave_in_other","archive_this","notes_for_leo"
"9763460579641","credenza-lfmsu","Credenza lfmsu","https://admin.shopify.com/store/office-central-online/products/9763460579641","https://brantbusinessinteriors.com/products/credenza-lfmsu","Brant Business Interiors","","oecm-eligible","active","1","1399.99","1399.99","https://cdn.shopify.com/s/files/1/0859/0413/0361/files/Credenza-LFMSU-Business-Interiors-16764035.png?v=1750128126","Credenza 72"" Wide x 22"" Deep x 29"" High 4 Drawer Lateral File Full Suspension Glides","2025-01-20","high","credenzas(27: handle-exact:credenza,anchor:'credenza'); lateral-file-cabinets-storage(14: anchor:'lateral file',tokens:file,lateral); storage(10: anchor:'credenza')","credenzas","lateral-file-cabinets-storage","storage","Brant Business Interiors","","","","","","","","",""
"9722789822777","credenza-sliding-doors","Credenza sliding doors","https://admin.shopify.com/store/office-central-online/products/9722789822777","https://brantbusinessinteriors.com/products/credenza-sliding-doors","Brant Business Interiors","","oecm-eligible","active","5","1299.99","1599.99","https://cdn.shopify.com/s/files/1/0859/0413/0361/files/Credenza-Sliding-Doors-Business-Interiors-16742330.png?v=1750123554","Credenza with 2 sliding doors. Lockable 1 Adjustable Shelf Available in 1 or 2 colour combinations","2024-12-05","high","credenzas(27: handle-exact:credenza,anchor:'credenza'); storage(10: anchor:'credenza'); height-adjustable-tables(2: tokens:adjustable)","credenzas","storage","height-adjustable-tables","Brant Business Interiors","","","","","","","","",""
"9751461036345","credenza-storage-hutch","Credenza storage & hutch","https://admin.shopify.com/store/office-central-online/products/9751461036345","https://brantbusinessinteriors.com/products/credenza-storage-hutch","Brant Business Interiors","","oecm-eligible","active","1","1449.99","1449.99","https://cdn.shopify.com/s/files/1/0859/0413/0361/files/Credenza-Storage-_-Hutch-Business-Interiors-16760923.png?v=1750127486","Storage Credenza with hutch. Hutch is available with or without doors. Bottom Credenza comes with locking doors and drawers. Shown & Prices using 72"" W x 24"" Deep Credenza and 36"" high hutch. Available in one or two colours. Lead Time: 3-4 Weeks","2025-01-08","high","credenzas(27: handle-exact:credenza,anchor:'credenza'); storage(27: handle-exact:storage,anchor:'credenza'); pedestal-drawers-storage(4: tokens:drawers,storage)","credenzas","storage","pedestal-drawers-storage","Brant Business Interiors","","","","","","","","",""
"9859466658105","credenza-storage-storage-with-locks","Credenza storage / storage with locks","https://admin.shopify.com/store/office-central-online/products/9859466658105","https://brantbusinessinteriors.com/products/credenza-storage-storage-with-locks","Brant Business Interiors","","oecm-eligible","active","5","966.00","1279.99","https://cdn.shopify.com/s/files/1/0859/0413/0361/files/business-interiors-60-x-24-credenza-storage-storage-with-locks-42754144403769.png?v=1759098311","Two door Credenza Made in Canada Available in many colours and sizes. Height: 29""","2025-04-30","high","storage(42: handle-exact:storage,handle-exact:storage); credenzas(27: handle-exact:credenza,anchor:'credenza'); all-storage(2: tokens:storage)","storage","credenzas","all-storage","Brant Business Interiors","","","","","","","","",""
"9788103917881","credenza-with-sliding-doors-36-high","Credenza with sliding doors 36"" high — 36""","https://admin.shopify.com/store/office-central-online/products/9788103917881","https://brantbusinessinteriors.com/products/credenza-with-sliding-doors-36-high","Brant Business Interiors","","oecm-eligible","active","3","1249.99","1329.99","https://cdn.shopify.com/s/files/1/0859/0413/0361/files/Credenza-with-Sliding-doors-36_-High-Business-Interiors-16782015.png?v=1750131743","2 Sliding Door Credenza with lock Available in 1 or 2 colours Available in 3 Sizes: 60"" W x 24"" D x 36"" H 66"" W x 24"" D x 36"" H 72"" W x 24"" D x 36"" H Made in Canada","2025-02-15","high","credenzas(27: handle-exact:credenza,anchor:'credenza'); storage(10: anchor:'credenza')","credenzas","storage","","Brant Business Interiors","","","","","","","","",""
"9693064692025","credenza-60x20","Credenza — 60""x20""","https://admin.shopify.com/store/office-central-online/products/9693064692025","https://brantbusinessinteriors.com/products/credenza-60x20","Brant Business Interiors","","oecm-eligible","active","1","1299.99","1299.99","https://cdn.shopify.com/s/files/1/0859/0413/0361/files/Credenza-60_x20_-Business-Interiors-16727915.png?v=1750120451","CUSTOM CREDENZA 60""W X 20""D X 29""H","2024-11-03","high","credenzas(27: handle-exact:credenza,anchor:'credenza'); storage(10: anchor:'credenza')","credenzas","storage","","Brant Business Interiors","","","","","","","","",""
"9776398729529","deep-hi-boy-storage-cabinet-72-h-x-36-w-x-24-d","Deep hi-boy storage cabinet 72"" h x 36"" w x 24"" d — 24""","https://admin.shopify.com/store/office-central-online/products/9776398729529","https://brantbusinessinteriors.com/products/deep-hi-boy-storage-cabinet-72-h-x-36-w-x-24-d","Brant Business Interiors","","oecm-eligible","active","1","999.99","999.99","https://cdn.shopify.com/s/files/1/0859/0413/0361/files/Deep-Hi-Boy-Storage-Cabinet-72_-H-x-36_-W-x-24_-D-Business-Interiors-16774693.png?v=1750130078","Description 4 Fully adjustable shelves Includes recessed handle and cylinder lock Suitable for office, plant, school or institutional storage needs 72""x24""x36""W Colour: Beige","2025-02-03","high","storage(27: handle-exact:storage,anchor:'storage cabinet'); all-storage(2: tokens:storage); gfg-storage(2: tokens:storage)","storage","all-storage","gfg-storage","Brant Business Interiors","","","","","","","","",""
"9455162884409","desk-double-pedestal","Desk double pedestal","https://admin.shopify.com/store/office-central-online/products/9455162884409","https://brantbusinessinteriors.com/products/desk-double-pedestal","Brant Business Interiors","","oecm-eligible","active","3","1264.00","1399.00","https://cdn.shopify.com/s/files/1/0859/0413/0361/files/Desk-Double-Pedestal-Business-Interiors-16694919.png?v=1750113616","Box/box/file and file/file pedestal positions are reversible","2024-06-04","high","pedestals(25: handle-exact:pedestal,anchor:'pedestal'); desks(15: handle-exact:desk); storage(10: anchor:'pedestal')","pedestals","desks","storage","Brant Business Interiors","","","","","","","","",""
"9455233368377","desk-l-shape-with-drawers","Desk l-shape with drawers","https://admin.shopify.com/store/office-central-online/products/9455233368377","https://brantbusinessinteriors.com/products/desk-l-shape-with-drawers","Brant Business Interiors","","oecm-eligible","active","1","1299.00","1299.00","https://cdn.shopify.com/s/files/1/0859/0413/0361/files/Desk-L-Shape-with-Drawers-Business-Interiors-16695265.png?v=1750113684","NEWLAND | ""L"" SHAPED DESK WITH PEDESTAL - 66""W X 66""D Newland - simple and modular components combining classic design, quality and value to support a wide range of workspace applications. From private offices, open plan, meeting and training spaces, Newland offers functional and practical desking solutions that will stand the test of time. Table desk with return and pedestal Thermally fused lamin","2024-06-04","high","desks(25: handle-exact:desk,anchor:'l-shape'); pedestal-drawers-storage(14: anchor:'pedestal',tokens:drawers,pedestal); l-shape-desks(12: anchor:'l-shape',tokens:shape)","desks","pedestal-drawers-storage","l-shape-desks","Brant Business Interiors","","","","","","","","",""
"9039376023865","desk-u-shape-mlp205-1","Desk u-shape","https://admin.shopify.com/store/office-central-online/products/9039376023865","https://brantbusinessinteriors.com/products/desk-u-shape-mlp205-1","Brant Business Interiors","","oecm-eligible","active","1","1799.99","1799.99","https://cdn.shopify.com/s/files/1/0859/0413/0361/files/Desk-U-Shape-Business-Interiors-16682591.png?v=1750110809","NEWLAND | ""U"" SHAPED SUITE - 72""W X 102""D Newland - simple and modular components combining classic design, quality and value to support a wide range of workspace applications. From private offices, open plan, meeting and training spaces, Newland offers functional and practical desking solutions that will stand the test of time. Rectangular island and credenza with hutch and hanging pedestal Therm","2024-01-17","high","desks(25: handle-exact:desk,anchor:'u-shape'); u-shape-desks(12: anchor:'u-shape',tokens:shape); room-open-plan(4: tokens:open,plan)","desks","u-shape-desks","room-open-plan","Brant Business Interiors","","","","","","","","",""
"9729952809273","dual-coloured-bookcase-15-sizes-available","Dual coloured bookcase (15 sizes available) — 15 sizes","https://admin.shopify.com/store/office-central-online/products/9729952809273","https://brantbusinessinteriors.com/products/dual-coloured-bookcase-15-sizes-available","Brant Business Interiors","","oecm-eligible","active","15","249.99","499.00","https://cdn.shopify.com/s/files/1/0859/0413/0361/files/Dual-Coloured-Bookcase-_15-Sizes-Available_-Business-Interiors-16750891.jpg?v=1750125328","FEATURES: SOLID MATCHING BACK STANDARD All outer panels come in white only. Shown in 72"" High Smaller sizes have less shelves SHIPS ASSEMBLED Made in Canada","2024-12-13","high","bookcases(25: handle-exact:bookcase,anchor:'bookcase'); all-panels(2: tokens:panels); otg-panels(2: tokens:panels)","bookcases","all-panels","otg-panels","Brant Business Interiors","","","","","","","","",""
"9666752708921","echo-medium-back-multi-tilter-3671-3-1","Echo medium back multi-tilter (3671-3) — 3671-3","https://admin.shopify.com/store/office-central-online/products/9666752708921","https://brantbusinessinteriors.com/products/echo-medium-back-multi-tilter-3671-3-1","Brant Business Interiors","","oecm-eligible","active","1","650.00","650.00","https://cdn.shopify.com/s/files/1/0859/0413/0361/files/EchoTM-Medium-Back-Multi-Tilter-_3671-3_-Business-Interiors-16704370.png?v=1750115368","Ergonomic seating solution with adjustable features, allows individual users to customize the fit of the chair for their own body proportions. Standard with back/lumbar height and angle adjustment, seat height adjustment, forward seat angle adjustment/lock, infinite angle chair tilt-lock, tension adjustment, and height and width adjustable arms. Dimensions: W26 x D26.5 x H44 IN.","2024-09-29","high","ergonomic-products(22: anchor:'tilter',anchor:'ergonomic'); all-ergonomic(12: anchor:'ergonomic',tokens:ergonomic); task-chairs(10: anchor:'tilter')","ergonomic-products","all-ergonomic","task-chairs","Brant Business Interiors","","","","","","","","",""
"9768066646329","ergo-boss-multi-tilter-chair-2","Ergo boss multi-tilter chair","https://admin.shopify.com/store/office-central-online/products/9768066646329","https://brantbusinessinteriors.com/products/ergo-boss-multi-tilter-chair-2","Global Furniture Group","","oecm-eligible","active","3","819.99","869.99","https://cdn.shopify.com/s/files/1/0859/0413/0361/files/Ergo-BossTM-Multi-Tilter-Chair-Business-Interiors-16765640.png?v=1750128479","Ergo Select… Choose the components and design the chair that is right for you. Create ""The Perfect Chair"". A comprehensive ergonomic seating solution featuring three sizes of seats and backs. Tritek Ergo Select provides more choices than typical task seating so chairs that fit the size, shape, tasks and working preferences of office individuals can be specified while maintaining a uniform look thr","2025-01-25","high","ergonomic-products(22: anchor:'tilter',anchor:'ergonomic'); task-chairs(14: anchor:'tilter',tokens:chairs,task); all-ergonomic(12: anchor:'ergonomic',tokens:ergonomic)","ergonomic-products","task-chairs","all-ergonomic","Global Furniture Group","","","","","","","","",""
"9726800527673","executive-suites-height-adjustable-desk","Executive suites height adjustable desk","https://admin.shopify.com/store/office-central-online/products/9726800527673","https://brantbusinessinteriors.com/products/executive-suites-height-adjustable-desk","Brant Business Interiors","","oecm-eligible","active","1","4250.00","4250.00","https://cdn.shopify.com/s/files/1/0859/0413/0361/files/Executive-Suites-Height-Adjustable-Desk-Business-Interiors-16748534.png?v=1750124851","Configuration includes Electric height adjustable desk with Plexiglas modesty Credenza & Lateral file, Hutch with glass Doors & Tack Board, Wardrobe Desk height ranges from 24-2/5""- 50"" Mobile Box & File Pedestal with cushion Desk 72""W x 30""D Credenza 90""W x 24""D x 66""H Codes: CAL-E1-2LEG-72, 2XINV-2236O LFX, INV-2272TOP, INV-3072TOP, INV-3672H, INV-3672TBGRY,INV-6518WC-R, INV-72HDRS-AL,INV-CUSHGR","2024-12-10","high","storage(20: anchor:'pedestal',anchor:'credenza'); height-adjustable-tables(12: anchor:'height adjustable',tokens:adjustable); pedestal-drawers-storage(12: anchor:'pedestal',tokens:pedestal)","storage","height-adjustable-tables","pedestal-drawers-storage","Brant Business Interiors","","","","","","","","",""
"10197008449849","fame-high-back-weight-sensing-synchro-tilter","Fame | High Back Weight Sensing Synchro-Tilter","https://admin.shopify.com/store/office-central-online/products/10197008449849","https://brantbusinessinteriors.com/products/fame-high-back-weight-sensing-synchro-tilter","Brant Business Interiors","","oecm-eligible","active","2","399.99","429.99","https://cdn.shopify.com/s/files/1/0859/0413/0361/files/OTG11401.jpg?v=1777908478","Designed to balance comfort, performance and value, Fame delivers reliable support with a clean, modern look. This ergonomic task chair features a breathable mesh back for air-flow and a height adjustable lumbar support for proper posture throughout the workday. Adjustable features and a contoured seat provide lasting comfort and flexibility, helping users stay focused, comfortable and productive ","2026-05-04","high","task-chairs(32: anchor:'task chair',anchor:'tilter'); ergonomic-products(32: anchor:'tilter',anchor:'synchro'); all-ergonomic(12: anchor:'ergonomic',tokens:ergonomic)","task-chairs","ergonomic-products","all-ergonomic","Brant Business Interiors","","","","","","","","",""
"9832199749945","felt-acoustic-room-dividers","Felt acoustic room dividers","https://admin.shopify.com/store/office-central-online/products/9832199749945","https://brantbusinessinteriors.com/products/felt-acoustic-room-dividers","Brant Business Interiors","Sound dampeners","oecm-eligible","active","20","1089.00","1689.99","https://cdn.shopify.com/s/files/1/0859/0413/0361/files/business-interiors-sound-dampeners-47-75-x47-bamboo-t-bar-cable-gripper-felt-acoustic-room-dividers-42571579883833.png?v=1759098217","DISTRICT SCREENS Acoustic Panels District screens bring an opportunity to make peaceful spaces without building walls. with an added layer of acrylic between the acoustic panels, this design driven product is the next step in our progression of dividers that are meant to bring peace of mind. with a focus on safety and work efficiency we believe district screens answer some relevant needs in our ev","2025-03-28","high","acoustic-panels(24: anchor:'acoustic',anchor:'panel'); privacy-screens(12: anchor:'screen',tokens:screens); desk-top-dividers(12: anchor:'screen',tokens:dividers)","acoustic-panels","privacy-screens","desk-top-dividers","Brant Business Interiors","","","","","","","","",""
"9693081895225","felt-sound-dampeners","Felt sound dampeners","https://admin.shopify.com/store/office-central-online/products/9693081895225","https://brantbusinessinteriors.com/products/felt-sound-dampeners","Brant Business Interiors","","oecm-eligible","active","1","1399.99","1399.99","https://cdn.shopify.com/s/files/1/0859/0413/0361/files/Felt-Sound-Dampeners-Business-Interiors-16729282.png?v=1750120722","Manufactured in Canada & crafted with impeccable attention to detail using high-quality materials, our acoustic trophies and sculptures not only serve as eye-catching focal points but also effectively absorb sound to create more inviting environments. Let's shape your next project together!​ Collaboration is at the heart of Hush Acoustics. By delving into your unique requirements, we tailor acoust","2024-11-03","high","acoustic-panels(22: anchor:'sound dampen',anchor:'acoustic'); sound-dampeners(4: tokens:dampeners,sound); l-shape(2: tokens:shape)","acoustic-panels","sound-dampeners","l-shape","Brant Business Interiors","","","","","","","","",""
"9779951436089","fireking-storage-cabinet-72-high","Fireking storage cabinet 72"" high — 72""","https://admin.shopify.com/store/office-central-online/products/9779951436089","https://brantbusinessinteriors.com/products/fireking-storage-cabinet-72-high","FireKing","","brand:fireking, oecm-eligible","active","1","7869.19","7869.19","https://cdn.shopify.com/s/files/1/0859/0413/0361/files/FireKing-Storage-Cabinet-72_-High-Business-Interiors-16776546.png?v=1750130517","This Storage Cabinet features a U.L. class 350 one-hour fire rating, offering protection for oversized documents, binders, end-tab filing, banker's boxes, and other valuable items. Includes four adjustable shelves. Equipped with a high-security Medeco keylock. Includes a scratch-resistant finish. Interior dimensions are 31-7/8"" wide x 15"" deep x 67-7/8"" high. Pull-out tray offers convenient tablet","2025-02-07","high","storage(29: handle-exact:storage,anchor:'storage cabinet'); fire-resistant-file-cabinets-storage(6: tokens:fire,resistant,storage); all-storage(4: tokens:filing,storage)","storage","fire-resistant-file-cabinets-storage","all-storage","FireKing","","","","","","","","",""
"9832764408121","hardware-for-ceiling-tiles","Hardware for ceiling tiles","https://admin.shopify.com/store/office-central-online/products/9832764408121","https://brantbusinessinteriors.com/products/hardware-for-ceiling-tiles","Brant Business Interiors","","oecm-eligible","active","6","19.99","99.99","https://cdn.shopify.com/s/files/1/0859/0413/0361/files/business-interiors-panel-clamp-hardware-for-ceiling-tiles-42577560961337.jpg?v=1759098245","Mounting and suspension hardware for acoustic ceiling tiles and drop-ceiling panels. Includes the clips, wires, and brackets required for a clean installation. Compatible with standard T-grid ceiling systems Sized options for small patch jobs through full-room installations Order to match the tile count and grid spacing of your space","2025-03-29","high","acoustic-panels(24: anchor:'acoustic',anchor:'panel'); panels-room-dividers(4: tokens:panels,room); room-dividers-panels-dividers(4: tokens:panels,room)","acoustic-panels","panels-room-dividers","room-dividers-panels-dividers","Brant Business Interiors","","","","","","","","",""
"9665393262905","height-adjustable-l-shape-71x71","Height adjustable l-shape — 71""x71""","https://admin.shopify.com/store/office-central-online/products/9665393262905","https://brantbusinessinteriors.com/products/height-adjustable-l-shape-71x71","Brant Business Interiors","","oecm-eligible","active","1","2499.00","2499.00","https://cdn.shopify.com/s/files/1/0859/0413/0361/files/Height-Adjustable-L-Shape-71_x71_-Business-Interiors-16698230.png?v=1750114370","Includes INV-362472ECM Non-Handed Extended Corner Module INV-2436TOP 36” Rectangular Top ATH-E1-3LEG Athena 3 Leg Base INV-MP1-1566PLX Plexiglass Hanging Modesty Panel 100-MMPF Metal Mobile Pedestal - Full Carton 100-MMPF-CUSHFA Metal Mobile Pedestal Cushion 100-MA1 Pneumatic LCD Single Monitor Arm","2024-09-27","high","pedestal-drawers-storage(22: anchor:'mobile pedestal',anchor:'pedestal'); storage(20: anchor:'mobile pedestal',anchor:'pedestal'); height-adjustable-tables(12: anchor:'height adjustable',tokens:adjustable)","pedestal-drawers-storage","storage","height-adjustable-tables","Brant Business Interiors","","","","","","","","",""
"9733369233721","hideaway-storage-cabinet-1","Hideaway storage cabinet","https://admin.shopify.com/store/office-central-online/products/9733369233721","https://brantbusinessinteriors.com/products/hideaway-storage-cabinet-1","Brant Business Interiors","","oecm-eligible","active","1","2199.99","2199.99","https://cdn.shopify.com/s/files/1/0859/0413/0361/files/Hideaway-Storage-Cabinet-Business-Interiors-16751575.png?v=1750125495","Large, mobile teacher cabinet is great for storing a multitude of items. Plus, it features a separate, securable storage area for valuables and personal items. Four, full-width storage areas - including one shelf that is adjustable - make it easy to accommodate your storage needs. Dimensions: 64"" High x 30"" Wide x 24"" Deep Weight: 169 lbs. Heavy-duty, locking casters for mobility Lifetime warranty","2024-12-16","high","storage(27: handle-exact:storage,anchor:'storage cabinet'); mobile-storage(4: tokens:mobile,storage); personal-storage(4: tokens:personal,storage)","storage","mobile-storage","personal-storage","Brant Business Interiors","","","","","","","","",""
