Handle,Product_ID,Image_Position,Shopify_Image_ID,Shopify_CDN_URL,Alt_Text,FAL_Source_URL,Source_Hero_URL,Live_Pos1_URL,Status
height-adjustable-l-shape-table,9687455924537,2,,,Premium Height Adjustable L-Shape Table - Studio white background [AI office context],https://v3b.fal.media/files/b/0a984832/QGiwdGgdQPhAce9GTRhxT_5c431e4991674a58a2a389e054152a78.jpg,https://cdn.shopify.com/s/files/1/0859/0413/0361/files/Height-Adjustable-L-Shape-Table-Business-Interiors-16800839.png?v=1750135607,https://cdn.shopify.com/s/files/1/0859/0413/0361/files/Height-Adjustable-L-Shape-Table-Business-Interiors-16800839.png?v=1750135607,DRY_RUN
height-adjustable-l-shape-table-1,9855858245945,2,,,Height Adjustable L-Shape Table - Studio white background [AI office context],https://v3b.fal.media/files/b/0a984895/3Xsp8mvB0nNm1atzWG3e5_4abd90d352454a969e94122f9e918fcb.jpg,https://cdn.shopify.com/s/files/1/0859/0413/0361/files/Height-Adjustable-L-Shape-Table-Business-Interiors-16800839.png?v=1750135607,https://cdn.shopify.com/s/files/1/0859/0413/0361/files/Height-Adjustable-L-Shape-Table-Business-Interiors-16800839.png?v=1750135607,DRY_RUN
indoor-planter,9469554262329,2,,,Indoor Planter - Studio white background [AI office context],https://v3b.fal.media/files/b/0a98483c/S_pS3BzM1ByezvVf0-lA4_f37a34375ae64c5d912479674f83c507.jpg,https://cdn.shopify.com/s/files/1/0859/0413/0361/files/Indoor-Planter-Business-Interiors-16695887.png?v=1750113822,https://cdn.shopify.com/s/files/1/0859/0413/0361/files/Indoor-Planter-Business-Interiors-16695887.png?v=1750113822,DRY_RUN
indoor-planter,9469554262329,3,,,Indoor Planter - Office context A [AI office context],https://v3b.fal.media/files/b/0a98483d/qx2VKonDumwfg4TrqMPpO_21fb80e53a2a48edbe6fbe076084de9d.jpg,https://cdn.shopify.com/s/files/1/0859/0413/0361/files/Indoor-Planter-Business-Interiors-16695887.png?v=1750113822,https://cdn.shopify.com/s/files/1/0859/0413/0361/files/Indoor-Planter-Business-Interiors-16695887.png?v=1750113822,DRY_RUN
indoor-planter,9469554262329,4,,,Indoor Planter - Office context B [AI office context],https://v3b.fal.media/files/b/0a98483e/ueuhmuk3mdS2Xs_qjYXcT_0e00025147bd47b782cf60d564cb814e.jpg,https://cdn.shopify.com/s/files/1/0859/0413/0361/files/Indoor-Planter-Business-Interiors-16695887.png?v=1750113822,https://cdn.shopify.com/s/files/1/0859/0413/0361/files/Indoor-Planter-Business-Interiors-16695887.png?v=1750113822,DRY_RUN
innovations-l-shape-desk-with-hutch,9785116819769,2,,,INNOVATIONS L-Shape Desk with Hutch - Studio white background [AI office context],https://v3b.fal.media/files/b/0a98482d/wSSb1yEGb4lF-N4hVWqDO_0381f7ac05b64bad91b4b368300b1be0.jpg,https://cdn.shopify.com/s/files/1/0859/0413/0361/files/INNOVATIONS-L-Shape-Desk-with-Hutch-Business-Interiors-16780784.png?v=1750131458,https://cdn.shopify.com/s/files/1/0859/0413/0361/files/INNOVATIONS-L-Shape-Desk-with-Hutch-Business-Interiors-16780784.png?v=1750131458,DRY_RUN
innovations-l-shape-desk-with-hutch,9785116819769,3,,,INNOVATIONS L-Shape Desk with Hutch - Office context A [AI office context],https://v3b.fal.media/files/b/0a98482f/GSUrIpFYDDUXj2VVULRNc_4e5044dc24ef47cd943ad4aff3ba6455.jpg,https://cdn.shopify.com/s/files/1/0859/0413/0361/files/INNOVATIONS-L-Shape-Desk-with-Hutch-Business-Interiors-16780784.png?v=1750131458,https://cdn.shopify.com/s/files/1/0859/0413/0361/files/INNOVATIONS-L-Shape-Desk-with-Hutch-Business-Interiors-16780784.png?v=1750131458,DRY_RUN
laminate-lockers-copy,9822332387641,2,,,Laminate Lockers - Studio white background [AI office context],https://v3b.fal.media/files/b/0a984838/Uy3ehk45zq49NoH1LbuOF_64d19e5ced604f8995f0c584cdbd5613.jpg,https://cdn.shopify.com/s/files/1/0859/0413/0361/files/Laminate-Lockers-Business-Interiors-16789071.png?v=1750133258,https://cdn.shopify.com/s/files/1/0859/0413/0361/files/Laminate-Lockers-Business-Interiors-16789071.png?v=1750133258,DRY_RUN
laminate-lockers-copy,9822332387641,3,,,Laminate Lockers - Office context A [AI office context],https://v3b.fal.media/files/b/0a984839/I2JyjaX6tEiuApAB0RvHR_a9c14e5f1aac4a61b83d88d78783452a.jpg,https://cdn.shopify.com/s/files/1/0859/0413/0361/files/Laminate-Lockers-Business-Interiors-16789071.png?v=1750133258,https://cdn.shopify.com/s/files/1/0859/0413/0361/files/Laminate-Lockers-Business-Interiors-16789071.png?v=1750133258,DRY_RUN
laminate-lockers-copy,9822332387641,4,,,Laminate Lockers - Office context B [AI office context],https://v3b.fal.media/files/b/0a98483b/WKa4H__-_MlBSrKmJsWaf_d2503a1fdfcf4d93ab31f98e82a45540.jpg,https://cdn.shopify.com/s/files/1/0859/0413/0361/files/Laminate-Lockers-Business-Interiors-16789071.png?v=1750133258,https://cdn.shopify.com/s/files/1/0859/0413/0361/files/Laminate-Lockers-Business-Interiors-16789071.png?v=1750133258,DRY_RUN
lateral-file-wood-laminate-2-3-4-drawer-options,9788589900089,2,,,"Lateral File Wood Laminate (2, 3 & 4 Drawer options) - Studio white background [AI office context]",https://v3b.fal.media/files/b/0a984898/Cjqa8AkFhYAD7M36Kvfzm_e73c77d22bd44ea68e06f50a2dd01799.jpg,https://cdn.shopify.com/s/files/1/0859/0413/0361/files/Lateral-File-Wood-Laminate-_2_-3-_-4-Drawer-options_-Business-Interiors-16782381.jpg?v=1750131808,https://cdn.shopify.com/s/files/1/0859/0413/0361/files/Lateral-File-Wood-Laminate-_2_-3-_-4-Drawer-options_-Business-Interiors-16782381.jpg?v=1750131808,DRY_RUN
lateral-file-wood-laminate-2-3-4-drawer-options,9788589900089,3,,,"Lateral File Wood Laminate (2, 3 & 4 Drawer options) - Office context A [AI office context]",https://v3b.fal.media/files/b/0a984899/fUyENWz_Fw-Zd4HlsiSJe_c9722b7317424e0bb50e18a592b82e33.jpg,https://cdn.shopify.com/s/files/1/0859/0413/0361/files/Lateral-File-Wood-Laminate-_2_-3-_-4-Drawer-options_-Business-Interiors-16782381.jpg?v=1750131808,https://cdn.shopify.com/s/files/1/0859/0413/0361/files/Lateral-File-Wood-Laminate-_2_-3-_-4-Drawer-options_-Business-Interiors-16782381.jpg?v=1750131808,DRY_RUN
lateral-file-wood-laminate-2-3-4-drawer-options,9788589900089,4,,,"Lateral File Wood Laminate (2, 3 & 4 Drawer options) - Office context B [AI office context]",https://v3b.fal.media/files/b/0a98489a/UoNCMYgUdGXClAQtLgCl9_663f297df11849ff92784428119b7a99.jpg,https://cdn.shopify.com/s/files/1/0859/0413/0361/files/Lateral-File-Wood-Laminate-_2_-3-_-4-Drawer-options_-Business-Interiors-16782381.jpg?v=1750131808,https://cdn.shopify.com/s/files/1/0859/0413/0361/files/Lateral-File-Wood-Laminate-_2_-3-_-4-Drawer-options_-Business-Interiors-16782381.jpg?v=1750131808,DRY_RUN
levels-l-shape,9800687845689,2,,,Levels L-Shape - Studio white background [AI office context],https://v3b.fal.media/files/b/0a98489c/riaM3flyBR9i50ECh5MOs_718e4af6affb4a97bf08d5dc7e99d410.jpg,https://cdn.shopify.com/s/files/1/0859/0413/0361/files/Levels-L-Shape-Business-Interiors-16784391.png?v=1750132244,https://cdn.shopify.com/s/files/1/0859/0413/0361/files/Levels-L-Shape-Business-Interiors-16784391.png?v=1750132244,DRY_RUN
levels-l-shape,9800687845689,3,,,Levels L-Shape - Office context A [AI office context],https://v3b.fal.media/files/b/0a98489d/WyP-dr03XRYdyrE1mBaJn_3f695a2d88e340a59fd31385100ed969.jpg,https://cdn.shopify.com/s/files/1/0859/0413/0361/files/Levels-L-Shape-Business-Interiors-16784391.png?v=1750132244,https://cdn.shopify.com/s/files/1/0859/0413/0361/files/Levels-L-Shape-Business-Interiors-16784391.png?v=1750132244,DRY_RUN
levels-l-shape,9800687845689,4,,,Levels L-Shape - Office context B [AI office context],https://v3b.fal.media/files/b/0a98489e/6CznAXcVPu94oAkrqhptA_5b2b8442d01649fe9cebe76581b197c1.jpg,https://cdn.shopify.com/s/files/1/0859/0413/0361/files/Levels-L-Shape-Business-Interiors-16784391.png?v=1750132244,https://cdn.shopify.com/s/files/1/0859/0413/0361/files/Levels-L-Shape-Business-Interiors-16784391.png?v=1750132244,DRY_RUN
manual-height-adjustable-table,9795576660281,2,,,Manual Height Adjustable Table - Studio white background [AI office context],https://v3b.fal.media/files/b/0a98489f/V1YyFJKAWMz3LFQ6_yhVu_86db3374f5754d3ea81ff7df99935299.jpg,https://cdn.shopify.com/s/files/1/0859/0413/0361/files/Manual-Height-Adjustable-Table-Business-Interiors-16783421.png?v=1750132048,https://cdn.shopify.com/s/files/1/0859/0413/0361/files/Manual-Height-Adjustable-Table-Business-Interiors-16783421.png?v=1750132048,DRY_RUN
manual-height-adjustable-table,9795576660281,3,,,Manual Height Adjustable Table - Office context A [AI office context],https://v3b.fal.media/files/b/0a9848a1/0oEtnfUcX83hNKEJ_7G1Z_63708a8fc400459b993f6044073aebc4.jpg,https://cdn.shopify.com/s/files/1/0859/0413/0361/files/Manual-Height-Adjustable-Table-Business-Interiors-16783421.png?v=1750132048,https://cdn.shopify.com/s/files/1/0859/0413/0361/files/Manual-Height-Adjustable-Table-Business-Interiors-16783421.png?v=1750132048,DRY_RUN
manual-height-adjustable-table,9795576660281,4,,,Manual Height Adjustable Table - Office context B [AI office context],https://v3b.fal.media/files/b/0a9848a2/EtaY8fbaldNe_AtwV_Bqs_b31a9633ebad4e3e9e4471a481f65f73.jpg,https://cdn.shopify.com/s/files/1/0859/0413/0361/files/Manual-Height-Adjustable-Table-Business-Interiors-16783421.png?v=1750132048,https://cdn.shopify.com/s/files/1/0859/0413/0361/files/Manual-Height-Adjustable-Table-Business-Interiors-16783421.png?v=1750132048,DRY_RUN
ml-series-lounge-chair,9676178981177,2,,,ML Series Lounge Chair - Studio white background [AI office context],https://v3b.fal.media/files/b/0a984842/k1fIJnjmSeq9LeBVl4k7z_e7b30a0dc32248a287f73241d2580a1a.jpg,https://cdn.shopify.com/s/files/1/0859/0413/0361/files/ML-Series-Lounge-Chair-Business-Interiors-16713171.png?v=1750117262,https://cdn.shopify.com/s/files/1/0859/0413/0361/files/ML-Series-Lounge-Chair-Business-Interiors-16713171.png?v=1750117262,DRY_RUN
partitions-66-high,9749031158073,2,,,"Partitions 66"" High - Studio white background [AI office context]",https://v3b.fal.media/files/b/0a9848a3/4JN8uoLH_YUxnqUvqBC-f_74f3cd648bc6478f9849f5b68a32485f.jpg,https://cdn.shopify.com/s/files/1/0859/0413/0361/files/Partitions-66_-High-Business-Interiors-16760264.png?v=1750127336,https://cdn.shopify.com/s/files/1/0859/0413/0361/files/Partitions-66_-High-Business-Interiors-16760264.png?v=1750127336,DRY_RUN
planter,9753608388921,2,,,Planter - Studio white background [AI office context],https://v3b.fal.media/files/b/0a9848a7/XRiVGr44rEhaLo2iGwu3-_fccc1a3edd2a4714918ef8163abb47fe.jpg,https://cdn.shopify.com/s/files/1/0859/0413/0361/files/Planter-Business-Interiors-16761167.png?v=1750127529,https://cdn.shopify.com/s/files/1/0859/0413/0361/files/Planter-Business-Interiors-16761167.png?v=1750127529,DRY_RUN
premium-series-lateral-file-cabinet-2-3-4-5-drawer-1,9114485391673,2,,,"Premium Series Lateral File Cabinet (2,3,4 & 5 Drawer) - Studio white background [AI office context]",https://v3b.fal.media/files/b/0a98483f/Pxi3acDa8kXpAnf60l687_fb1b2a7f882747e282dd3ea993228069.jpg,https://cdn.shopify.com/s/files/1/0859/0413/0361/files/Premium-Series-Lateral-File-Cabinet-_2_3_4-_-5-Drawer_-Business-Interiors-16693839.png?v=1750113406,https://cdn.shopify.com/s/files/1/0859/0413/0361/files/Premium-Series-Lateral-File-Cabinet-_2_3_4-_-5-Drawer_-Business-Interiors-16693839.png?v=1750113406,DRY_RUN
primacare-ht-patient-mid-back-bariatric-open-arms-gc3638-1,9685608563001,2,,,"Primacare™ HT Patient Mid Back Bariatric, Open Arms (GC3638) - Studio white background [AI office context]",https://v3b.fal.media/files/b/0a9848ab/N24nQA7potkmJbDDLOOSg_d91a9df5b4664869b08a68fd1caf08e8.jpg,https://cdn.shopify.com/s/files/1/0859/0413/0361/files/PrimacareTM-HT-Patient-Mid-Back-Bariatric_-Open-Arms-_GC3638_-Business-Interiors-16720751.png?v=1750118930,https://cdn.shopify.com/s/files/1/0859/0413/0361/files/PrimacareTM-HT-Patient-Mid-Back-Bariatric_-Open-Arms-_GC3638_-Business-Interiors-16720751.png?v=1750118930,DRY_RUN
sirena-lounge-chair-3371,9893663277369,2,,,Sirena Lounge Chair - Studio white background [AI office context],https://v3b.fal.media/files/b/0a9848ae/TlXekbk2m4kpxCzdQIAGF_eab578219c8a40ebbab97638dd8b1f54.jpg,https://cdn.shopify.com/s/files/1/0859/0413/0361/files/office-central-brant-business-interiors-default-title-sirena-lounge-chair-3371-42970403307833.jpg?v=1759098264,https://cdn.shopify.com/s/files/1/0859/0413/0361/files/office-central-brant-business-interiors-default-title-sirena-lounge-chair-3371-42970403307833.jpg?v=1759098264,DRY_RUN
boat-shaped-conference-table,9103187345721,2,53491248070969,https://cdn.shopify.com/s/files/1/0859/0413/0361/files/ymt-8Qnf8PpZPLhFfb-qD_33e2db2ac1ae4101aa9dc926d57ddcd1.jpg?v=1777525521,Boat Shaped Conference Table - Studio white background [AI office context],https://v3b.fal.media/files/b/0a98487e/ymt-8Qnf8PpZPLhFfb-qD_33e2db2ac1ae4101aa9dc926d57ddcd1.jpg,https://cdn.shopify.com/s/files/1/0859/0413/0361/files/Boat-Shaped-Conference-Table-Business-Interiors-16688871.png?v=1750112230,https://cdn.shopify.com/s/files/1/0859/0413/0361/files/Boat-Shaped-Conference-Table-Business-Interiors-16688871.png?v=1750112230,PUSHED
boat-shaped-conference-table,9103187345721,3,53491248202041,https://cdn.shopify.com/s/files/1/0859/0413/0361/files/oOkFIgD2q4qUs9_0LfScm_4efabea5e95f4fe4839e32a75490455d.jpg?v=1777525523,Boat Shaped Conference Table - Office context A [AI office context],https://v3b.fal.media/files/b/0a98487f/oOkFIgD2q4qUs9_0LfScm_4efabea5e95f4fe4839e32a75490455d.jpg,https://cdn.shopify.com/s/files/1/0859/0413/0361/files/Boat-Shaped-Conference-Table-Business-Interiors-16688871.png?v=1750112230,https://cdn.shopify.com/s/files/1/0859/0413/0361/files/Boat-Shaped-Conference-Table-Business-Interiors-16688871.png?v=1750112230,PUSHED
boat-shaped-conference-table,9103187345721,4,53491248496953,https://cdn.shopify.com/s/files/1/0859/0413/0361/files/BoR6w9h-HwXUXhb_SZcTi_9b2ac561e81746509b811dd8f291ac84.jpg?v=1777525525,Boat Shaped Conference Table - Office context B [AI office context],https://v3b.fal.media/files/b/0a984880/BoR6w9h-HwXUXhb_SZcTi_9b2ac561e81746509b811dd8f291ac84.jpg,https://cdn.shopify.com/s/files/1/0859/0413/0361/files/Boat-Shaped-Conference-Table-Business-Interiors-16688871.png?v=1750112230,https://cdn.shopify.com/s/files/1/0859/0413/0361/files/Boat-Shaped-Conference-Table-Business-Interiors-16688871.png?v=1750112230,PUSHED
cabinet-file-file-right-wardrobe-inv-6524cffwr-24,9858778431801,2,53491248595257,https://cdn.shopify.com/s/files/1/0859/0413/0361/files/4rxacQagU2AFtq1NhAMpJ_6cc5e99cf8b6423d8c14fb0344de1632.jpg?v=1777525529,Cabinet / File / File / Right Wardrobe INV-6524CFFWR-24 - Studio white background [AI office context],https://v3b.fal.media/files/b/0a984881/4rxacQagU2AFtq1NhAMpJ_6cc5e99cf8b6423d8c14fb0344de1632.jpg,https://cdn.shopify.com/s/files/1/0859/0413/0361/files/business-interiors-default-title-cabinet-file-file-right-wardrobe-inv-6524cffwr-24-42749818831161.png?v=1759098239,https://cdn.shopify.com/s/files/1/0859/0413/0361/files/business-interiors-default-title-cabinet-file-file-right-wardrobe-inv-6524cffwr-24-42749818831161.png?v=1759098239,PUSHED
ceiling-grids-sound-acoustic-dampeners-1,9832610988345,2,53491249119545,https://cdn.shopify.com/s/files/1/0859/0413/0361/files/ESRVyMLbhdGarozmsoMIE_d2d8c89f4046420097aa9de0606844aa.jpg?v=1777525532,Ceiling Grids Sound Acoustic Dampeners - Studio white background [AI office context],https://v3b.fal.media/files/b/0a984885/ESRVyMLbhdGarozmsoMIE_d2d8c89f4046420097aa9de0606844aa.jpg,https://cdn.shopify.com/s/files/1/0859/0413/0361/files/Ceiling-Grids-Sound-Acoustic-Dampeners-Business-Interiors-16793479.jpg?v=1750134001,https://cdn.shopify.com/s/files/1/0859/0413/0361/files/Ceiling-Grids-Sound-Acoustic-Dampeners-Business-Interiors-16793479.jpg?v=1750134001,PUSHED
ceiling-grids-sound-acoustic-dampeners-copy,9832616821049,2,53491249611065,https://cdn.shopify.com/s/files/1/0859/0413/0361/files/a8Rx2JIaW3GObVYLFtoxs_53d9da5067654c1689697529e376d845.jpg?v=1777525535,Ceiling Grids Sound Acoustic Dampeners - Studio white background [AI office context],https://v3b.fal.media/files/b/0a98488b/a8Rx2JIaW3GObVYLFtoxs_53d9da5067654c1689697529e376d845.jpg,https://cdn.shopify.com/s/files/1/0859/0413/0361/files/Ceiling-Grids-Sound-Acoustic-Dampeners-Business-Interiors-16793762.jpg?v=1750134067,https://cdn.shopify.com/s/files/1/0859/0413/0361/files/Ceiling-Grids-Sound-Acoustic-Dampeners-Business-Interiors-16793762.jpg?v=1750134067,PUSHED
felt-acoustic-room-dividers,9832199749945,2,53491250004281,https://cdn.shopify.com/s/files/1/0859/0413/0361/files/jSuHffeHnhbkfjsjDvww1_586823697f204d48a6cfd07d31077b3d.jpg?v=1777525539,Felt Acoustic Room Dividers - Studio white background [AI office context],https://v3b.fal.media/files/b/0a984835/jSuHffeHnhbkfjsjDvww1_586823697f204d48a6cfd07d31077b3d.jpg,https://cdn.shopify.com/s/files/1/0859/0413/0361/files/business-interiors-sound-dampeners-47-75-x47-bamboo-t-bar-cable-gripper-felt-acoustic-room-dividers-42571579883833.png?v=1759098217,https://cdn.shopify.com/s/files/1/0859/0413/0361/files/business-interiors-sound-dampeners-47-75-x47-bamboo-t-bar-cable-gripper-felt-acoustic-room-dividers-42571579883833.png?v=1759098217,PUSHED
felt-acoustic-wall-tiles,9832223867193,2,53491250561337,https://cdn.shopify.com/s/files/1/0859/0413/0361/files/hNBCzbNOzWo6U8CSJIav7_c070d3dc377040b5a909ef52cf993574.jpg?v=1777525542,Felt Acoustic Wall Tiles - Studio white background [AI office context],https://v3b.fal.media/files/b/0a984890/hNBCzbNOzWo6U8CSJIav7_c070d3dc377040b5a909ef52cf993574.jpg,https://cdn.shopify.com/s/files/1/0859/0413/0361/files/business-interiors-sound-dampeners-wall-tiles-circles-8-box-11-75-x11-75-felt-acoustic-wall-tiles-42571606393145.png?v=1759098216,https://cdn.shopify.com/s/files/1/0859/0413/0361/files/business-interiors-sound-dampeners-wall-tiles-circles-8-box-11-75-x11-75-felt-acoustic-wall-tiles-42571606393145.png?v=1759098216,PUSHED
felt-acoustic-wall-tiles,9832223867193,3,53491250889017,https://cdn.shopify.com/s/files/1/0859/0413/0361/files/6CXxS4WMcQm1DCpzGGdC5_8de9ecc24f4f48228801fb6ab0e39dd6.jpg?v=1777525544,Felt Acoustic Wall Tiles - Office context A [AI office context],https://v3b.fal.media/files/b/0a984893/6CXxS4WMcQm1DCpzGGdC5_8de9ecc24f4f48228801fb6ab0e39dd6.jpg,https://cdn.shopify.com/s/files/1/0859/0413/0361/files/business-interiors-sound-dampeners-wall-tiles-circles-8-box-11-75-x11-75-felt-acoustic-wall-tiles-42571606393145.png?v=1759098216,https://cdn.shopify.com/s/files/1/0859/0413/0361/files/business-interiors-sound-dampeners-wall-tiles-circles-8-box-11-75-x11-75-felt-acoustic-wall-tiles-42571606393145.png?v=1759098216,PUSHED
felt-acoustic-wall-tiles,9832223867193,4,53491251216697,https://cdn.shopify.com/s/files/1/0859/0413/0361/files/lkjfcvCik5oEhbfPP6vVw_4585533b41154a3eab0bacd5bbd9c74a.jpg?v=1777525547,Felt Acoustic Wall Tiles - Office context B [AI office context],https://v3b.fal.media/files/b/0a984894/lkjfcvCik5oEhbfPP6vVw_4585533b41154a3eab0bacd5bbd9c74a.jpg,https://cdn.shopify.com/s/files/1/0859/0413/0361/files/business-interiors-sound-dampeners-wall-tiles-circles-8-box-11-75-x11-75-felt-acoustic-wall-tiles-42571606393145.png?v=1759098216,https://cdn.shopify.com/s/files/1/0859/0413/0361/files/business-interiors-sound-dampeners-wall-tiles-circles-8-box-11-75-x11-75-felt-acoustic-wall-tiles-42571606393145.png?v=1759098216,PUSHED
height-adjustable-l-shape-table,9687455924537,2,53491251806521,https://cdn.shopify.com/s/files/1/0859/0413/0361/files/QGiwdGgdQPhAce9GTRhxT_5c431e4991674a58a2a389e054152a78.jpg?v=1777525550,Premium Height Adjustable L-Shape Table - Studio white background [AI office context],https://v3b.fal.media/files/b/0a984832/QGiwdGgdQPhAce9GTRhxT_5c431e4991674a58a2a389e054152a78.jpg,https://cdn.shopify.com/s/files/1/0859/0413/0361/files/Height-Adjustable-L-Shape-Table-Business-Interiors-16800839.png?v=1750135607,https://cdn.shopify.com/s/files/1/0859/0413/0361/files/Height-Adjustable-L-Shape-Table-Business-Interiors-16800839.png?v=1750135607,PUSHED
