Handle,Product_ID,Image_Position,Shopify_Image_ID,Shopify_CDN_URL,Alt_Text,FAL_Source_URL,Source_Hero_URL,Live_Pos1_URL,Status
height-adjustable-table-5-sizes,9687458873657,3,53500090712377,https://cdn.shopify.com/s/files/1/0859/0413/0361/files/YD1sLRib-oJPAYxtc8TkJ_09c2b0413806458bb70dea4195947cac.jpg?v=1777641889,Electric Height Adjustable Sit to Stand Desks - Office context A [AI office context],https://v3b.fal.media/files/b/0a98699a/YD1sLRib-oJPAYxtc8TkJ_09c2b0413806458bb70dea4195947cac.jpg,https://cdn.shopify.com/s/files/1/0859/0413/0361/files/Electric-Height-Adjustable-Sit-to-Stand-Desks-Business-Interiors-16722765.png?v=1750119363,https://cdn.shopify.com/s/files/1/0859/0413/0361/files/Electric-Height-Adjustable-Sit-to-Stand-Desks-Business-Interiors-16722765.png?v=1750119363,PUSHED
impromptu-lectern-1,9693075505465,2,53500090745145,https://cdn.shopify.com/s/files/1/0859/0413/0361/files/iMSee_5hjnp0kWTV9H0hF_ae5ab6e2fde34659898691b5f7389b5a.jpg?v=1777641893,Impromptu® Lectern - Studio white background [AI office context],https://v3b.fal.media/files/b/0a9869da/iMSee_5hjnp0kWTV9H0hF_ae5ab6e2fde34659898691b5f7389b5a.jpg,https://cdn.shopify.com/s/files/1/0859/0413/0361/files/Impromptur-Lectern-Business-Interiors-16728851.png?v=1750120654,https://cdn.shopify.com/s/files/1/0859/0413/0361/files/Impromptur-Lectern-Business-Interiors-16728851.png?v=1750120654,PUSHED
impromptu-lectern-1,9693075505465,3,53500090876217,https://cdn.shopify.com/s/files/1/0859/0413/0361/files/9SsXyasP9tR352_cIfzgX_bb0e25932bc0497f987a9164e42dc1f3.jpg?v=1777641895,Impromptu® Lectern - Office context A [AI office context],https://v3b.fal.media/files/b/0a9869db/9SsXyasP9tR352_cIfzgX_bb0e25932bc0497f987a9164e42dc1f3.jpg,https://cdn.shopify.com/s/files/1/0859/0413/0361/files/Impromptur-Lectern-Business-Interiors-16728851.png?v=1750120654,https://cdn.shopify.com/s/files/1/0859/0413/0361/files/Impromptur-Lectern-Business-Interiors-16728851.png?v=1750120654,PUSHED
impromptu-lectern-1,9693075505465,4,53500090908985,https://cdn.shopify.com/s/files/1/0859/0413/0361/files/Tlbc9QN8ZdqM_4ASNA9GJ_d6d3138e954c42b3b3ce37beef233699.jpg?v=1777641898,Impromptu® Lectern - Office context B [AI office context],https://v3b.fal.media/files/b/0a9869dc/Tlbc9QN8ZdqM_4ASNA9GJ_d6d3138e954c42b3b3ce37beef233699.jpg,https://cdn.shopify.com/s/files/1/0859/0413/0361/files/Impromptur-Lectern-Business-Interiors-16728851.png?v=1750120654,https://cdn.shopify.com/s/files/1/0859/0413/0361/files/Impromptur-Lectern-Business-Interiors-16728851.png?v=1750120654,PUSHED
koko-tables,9820585525561,2,53500090941753,https://cdn.shopify.com/s/files/1/0859/0413/0361/files/mrFKekfjq_YMEm36sm-tC_68034d67cbd645d6ae724aab58ceee68.jpg?v=1777641902,KOKO Tables - Studio white background [AI office context],https://v3b.fal.media/files/b/0a9869b2/mrFKekfjq_YMEm36sm-tC_68034d67cbd645d6ae724aab58ceee68.jpg,https://cdn.shopify.com/s/files/1/0859/0413/0361/files/KOKO-Tables-Business-Interiors-16788087.png?v=1750133045,https://cdn.shopify.com/s/files/1/0859/0413/0361/files/KOKO-Tables-Business-Interiors-16788087.png?v=1750133045,PUSHED
koko-tables,9820585525561,3,53500091072825,https://cdn.shopify.com/s/files/1/0859/0413/0361/files/WUcueICaWzdROxtwV660U_d590e78c42f1450094958bc925bf6962.jpg?v=1777641905,KOKO Tables - Office context A [AI office context],https://v3b.fal.media/files/b/0a9869b3/WUcueICaWzdROxtwV660U_d590e78c42f1450094958bc925bf6962.jpg,https://cdn.shopify.com/s/files/1/0859/0413/0361/files/KOKO-Tables-Business-Interiors-16788087.png?v=1750133045,https://cdn.shopify.com/s/files/1/0859/0413/0361/files/KOKO-Tables-Business-Interiors-16788087.png?v=1750133045,PUSHED
laminate-lockers-1,9822327505209,2,53500091138361,https://cdn.shopify.com/s/files/1/0859/0413/0361/files/WypqOHC9fXTAjVtCgJzUm_28f6358a2c9349988d270c9bf6b2d383.jpg?v=1777641908,Laminate Lockers - Studio white background [AI office context],https://v3b.fal.media/files/b/0a98699d/WypqOHC9fXTAjVtCgJzUm_28f6358a2c9349988d270c9bf6b2d383.jpg,https://cdn.shopify.com/s/files/1/0859/0413/0361/files/Laminate-Lockers-Business-Interiors-16788815.png?v=1750133237,https://cdn.shopify.com/s/files/1/0859/0413/0361/files/Laminate-Lockers-Business-Interiors-16788815.png?v=1750133237,PUSHED
laminate-lockers-1,9822327505209,3,53500091236665,https://cdn.shopify.com/s/files/1/0859/0413/0361/files/FVl2ZVU_YWx_V2s2tUYR__f64ed86a63fe483a8ddeece65d52a62d.jpg?v=1777641911,Laminate Lockers - Office context A [AI office context],https://v3b.fal.media/files/b/0a98699e/FVl2ZVU_YWx_V2s2tUYR__f64ed86a63fe483a8ddeece65d52a62d.jpg,https://cdn.shopify.com/s/files/1/0859/0413/0361/files/Laminate-Lockers-Business-Interiors-16788815.png?v=1750133237,https://cdn.shopify.com/s/files/1/0859/0413/0361/files/Laminate-Lockers-Business-Interiors-16788815.png?v=1750133237,PUSHED
laminate-lockers-1,9822327505209,4,53500091269433,https://cdn.shopify.com/s/files/1/0859/0413/0361/files/vf4ZxeVlka42bd9vmUXzQ_2f94f1f4b59c4d80a762ecb79d830013.jpg?v=1777641913,Laminate Lockers - Office context B [AI office context],https://v3b.fal.media/files/b/0a98699f/vf4ZxeVlka42bd9vmUXzQ_2f94f1f4b59c4d80a762ecb79d830013.jpg,https://cdn.shopify.com/s/files/1/0859/0413/0361/files/Laminate-Lockers-Business-Interiors-16788815.png?v=1750133237,https://cdn.shopify.com/s/files/1/0859/0413/0361/files/Laminate-Lockers-Business-Interiors-16788815.png?v=1750133237,PUSHED
lockers-2-tier,9868797346105,2,53500091334969,https://cdn.shopify.com/s/files/1/0859/0413/0361/files/kwHjRwwIHUh7uRb9VXoFR_9c1d540ba692442fbeb5a1e15dfaac50.jpg?v=1777641917,Lockers 2-Tier - Studio white background [AI office context],https://v3b.fal.media/files/b/0a986995/kwHjRwwIHUh7uRb9VXoFR_9c1d540ba692442fbeb5a1e15dfaac50.jpg,https://cdn.shopify.com/s/files/1/0859/0413/0361/files/business-interiors-1-bank-assembled-lockers-2-tier-42814958534969.png?v=1759098252,https://cdn.shopify.com/s/files/1/0859/0413/0361/files/business-interiors-1-bank-assembled-lockers-2-tier-42814958534969.png?v=1759098252,PUSHED
lockers-2-tier,9868797346105,3,53500091433273,https://cdn.shopify.com/s/files/1/0859/0413/0361/files/cQCFLGtQfhmNFGJsgEo1O_67baed07d0b948ea81440cd9955cdae6.jpg?v=1777641920,Lockers 2-Tier - Office context A [AI office context],https://v3b.fal.media/files/b/0a986996/cQCFLGtQfhmNFGJsgEo1O_67baed07d0b948ea81440cd9955cdae6.jpg,https://cdn.shopify.com/s/files/1/0859/0413/0361/files/business-interiors-1-bank-assembled-lockers-2-tier-42814958534969.png?v=1759098252,https://cdn.shopify.com/s/files/1/0859/0413/0361/files/business-interiors-1-bank-assembled-lockers-2-tier-42814958534969.png?v=1759098252,PUSHED
lockers-2-tier,9868797346105,4,53500091466041,https://cdn.shopify.com/s/files/1/0859/0413/0361/files/buQsWNnxQx4vN-dbnsedg_2d2345f0e21141c1a7d9f64a3705227c.jpg?v=1777641922,Lockers 2-Tier - Office context B [AI office context],https://v3b.fal.media/files/b/0a986998/buQsWNnxQx4vN-dbnsedg_2d2345f0e21141c1a7d9f64a3705227c.jpg,https://cdn.shopify.com/s/files/1/0859/0413/0361/files/business-interiors-1-bank-assembled-lockers-2-tier-42814958534969.png?v=1759098252,https://cdn.shopify.com/s/files/1/0859/0413/0361/files/business-interiors-1-bank-assembled-lockers-2-tier-42814958534969.png?v=1759098252,PUSHED
lotus-dx-sit-stand-workstation-dual-monitor-arm-extra,9667830776121,3,53500091498809,https://cdn.shopify.com/s/files/1/0859/0413/0361/files/ffDc2xnVxlv5tzE_qrzJp_8cc77c87aee147e4b0882557cad4baf0.jpg?v=1777641926,Lotus DX Sit-Stand Workstation (Dual Monitor Arm Extra) - Office context A [AI office context],https://v3b.fal.media/files/b/0a9869c2/ffDc2xnVxlv5tzE_qrzJp_8cc77c87aee147e4b0882557cad4baf0.jpg,https://cdn.shopify.com/s/files/1/0859/0413/0361/files/Lotus-DX-Sit-Stand-Workstation-_Dual-Monitor-Arm-Extra_-Business-Interiors-16708472.png?v=1750116257,https://cdn.shopify.com/s/files/1/0859/0413/0361/files/Lotus-DX-Sit-Stand-Workstation-_Dual-Monitor-Arm-Extra_-Business-Interiors-16708472.png?v=1750116257,PUSHED
lotus-dx-sit-stand-workstation-dual-monitor-arm-extra,9667830776121,4,53500091597113,https://cdn.shopify.com/s/files/1/0859/0413/0361/files/JtFqArH1TH8NIviVa0XCM_368a9cd1420f4d9abc096d8e91cb45f7.jpg?v=1777641929,Lotus DX Sit-Stand Workstation (Dual Monitor Arm Extra) - Office context B [AI office context],https://v3b.fal.media/files/b/0a9869c3/JtFqArH1TH8NIviVa0XCM_368a9cd1420f4d9abc096d8e91cb45f7.jpg,https://cdn.shopify.com/s/files/1/0859/0413/0361/files/Lotus-DX-Sit-Stand-Workstation-_Dual-Monitor-Arm-Extra_-Business-Interiors-16708472.png?v=1750116257,https://cdn.shopify.com/s/files/1/0859/0413/0361/files/Lotus-DX-Sit-Stand-Workstation-_Dual-Monitor-Arm-Extra_-Business-Interiors-16708472.png?v=1750116257,PUSHED
manual-height-adjustable-base,9882644414777,2,53500091629881,https://cdn.shopify.com/s/files/1/0859/0413/0361/files/bxMw9wsmTrifDvLUCGS53_0d67061f40b943eda653695acd5924b9.jpg?v=1777641932,MANUAL HEIGHT ADJUSTABLE BASE (Tops sold separately) - Studio white background [AI office context],https://v3b.fal.media/files/b/0a9869d3/bxMw9wsmTrifDvLUCGS53_0d67061f40b943eda653695acd5924b9.jpg,https://cdn.shopify.com/s/files/1/0859/0413/0361/files/office-central-brant-business-interiors-default-title-manual-height-adjustable-base-tops-sold-separately-43007489245497.png?v=1759098250,https://cdn.shopify.com/s/files/1/0859/0413/0361/files/office-central-brant-business-interiors-default-title-manual-height-adjustable-base-tops-sold-separately-43007489245497.png?v=1759098250,PUSHED
manual-height-adjustable-base,9882644414777,3,53500091662649,https://cdn.shopify.com/s/files/1/0859/0413/0361/files/A3XsBQICLhPqui_MP5Mey_7ab585ed49c0410ca91945cd0eb6ee5e.jpg?v=1777641935,MANUAL HEIGHT ADJUSTABLE BASE (Tops sold separately) - Office context A [AI office context],https://v3b.fal.media/files/b/0a9869d5/A3XsBQICLhPqui_MP5Mey_7ab585ed49c0410ca91945cd0eb6ee5e.jpg,https://cdn.shopify.com/s/files/1/0859/0413/0361/files/office-central-brant-business-interiors-default-title-manual-height-adjustable-base-tops-sold-separately-43007489245497.png?v=1759098250,https://cdn.shopify.com/s/files/1/0859/0413/0361/files/office-central-brant-business-interiors-default-title-manual-height-adjustable-base-tops-sold-separately-43007489245497.png?v=1759098250,PUSHED
napa-boardroom-conference-table,9724981215545,2,53500091826489,https://cdn.shopify.com/s/files/1/0859/0413/0361/files/rM5Ck4cPCXM-EZlHze5G7_7939fc272ee9411bb17262befdbdc1d1.jpg?v=1777641939,Napa Boardroom Conference Table - Studio white background [AI office context],https://v3b.fal.media/files/b/0a9869c8/rM5Ck4cPCXM-EZlHze5G7_7939fc272ee9411bb17262befdbdc1d1.jpg,https://cdn.shopify.com/s/files/1/0859/0413/0361/files/Napa-Boardroom-Conference-Table-Business-Interiors-16745453.jpg?v=1750124200,https://cdn.shopify.com/s/files/1/0859/0413/0361/files/Napa-Boardroom-Conference-Table-Business-Interiors-16745453.jpg?v=1750124200,PUSHED
napa-boardroom-conference-table,9724981215545,3,53500091859257,https://cdn.shopify.com/s/files/1/0859/0413/0361/files/i1NC1CXluHNdLu-y_GoqQ_414bde72a3994c0c953dbb570858ed47.jpg?v=1777641941,Napa Boardroom Conference Table - Office context A [AI office context],https://v3b.fal.media/files/b/0a9869ca/i1NC1CXluHNdLu-y_GoqQ_414bde72a3994c0c953dbb570858ed47.jpg,https://cdn.shopify.com/s/files/1/0859/0413/0361/files/Napa-Boardroom-Conference-Table-Business-Interiors-16745453.jpg?v=1750124200,https://cdn.shopify.com/s/files/1/0859/0413/0361/files/Napa-Boardroom-Conference-Table-Business-Interiors-16745453.jpg?v=1750124200,PUSHED
napa-boardroom-conference-table,9724981215545,4,53500091892025,https://cdn.shopify.com/s/files/1/0859/0413/0361/files/A9gY6NwIMr5qsx4tOcTrF_53c4d483fb8c444299906ad07c1f092d.jpg?v=1777641944,Napa Boardroom Conference Table - Office context B [AI office context],https://v3b.fal.media/files/b/0a9869cb/A9gY6NwIMr5qsx4tOcTrF_53c4d483fb8c444299906ad07c1f092d.jpg,https://cdn.shopify.com/s/files/1/0859/0413/0361/files/Napa-Boardroom-Conference-Table-Business-Interiors-16745453.jpg?v=1750124200,https://cdn.shopify.com/s/files/1/0859/0413/0361/files/Napa-Boardroom-Conference-Table-Business-Interiors-16745453.jpg?v=1750124200,PUSHED
obusforme-comfort-medium-back-chair-fabric-1241-3-copy-1,9938997543225,2,53500092023097,https://cdn.shopify.com/s/files/1/0859/0413/0361/files/EAutmDpUIorE7cDttMuHH_077cf2859f4346c08f4b453f4727ed78.jpg?v=1777641948,ObusForme Comfort Medium back Chair  1261-3 Schukra - Studio white background [AI office context],https://v3b.fal.media/files/b/0a9869c4/EAutmDpUIorE7cDttMuHH_077cf2859f4346c08f4b453f4727ed78.jpg,https://cdn.shopify.com/s/files/1/0859/0413/0361/files/business-interiors-default-title-obusforme-comfort-medium-back-chair-fabric-1261-3-schukra-42632855912761.png?v=1759098282,https://cdn.shopify.com/s/files/1/0859/0413/0361/files/business-interiors-default-title-obusforme-comfort-medium-back-chair-fabric-1261-3-schukra-42632855912761.png?v=1759098282,PUSHED
obusforme-comfort-medium-back-chair-fabric-1241-3-copy-1,9938997543225,3,53500092088633,https://cdn.shopify.com/s/files/1/0859/0413/0361/files/IZ5TbX6_X-xbix1LlL59I_4adc29af44814a909745b0e70facd7de.jpg?v=1777641951,ObusForme Comfort Medium back Chair  1261-3 Schukra - Office context A [AI office context],https://v3b.fal.media/files/b/0a9869c6/IZ5TbX6_X-xbix1LlL59I_4adc29af44814a909745b0e70facd7de.jpg,https://cdn.shopify.com/s/files/1/0859/0413/0361/files/business-interiors-default-title-obusforme-comfort-medium-back-chair-fabric-1261-3-schukra-42632855912761.png?v=1759098282,https://cdn.shopify.com/s/files/1/0859/0413/0361/files/business-interiors-default-title-obusforme-comfort-medium-back-chair-fabric-1261-3-schukra-42632855912761.png?v=1759098282,PUSHED
obusforme-comfort-medium-back-chair-fabric-1241-3-copy-1,9938997543225,4,53500092186937,https://cdn.shopify.com/s/files/1/0859/0413/0361/files/nQQbH6Hiis841qZT3jdCh_b6cd058f19534f07898b78e169a22e32.jpg?v=1777641954,ObusForme Comfort Medium back Chair  1261-3 Schukra - Office context B [AI office context],https://v3b.fal.media/files/b/0a9869c7/nQQbH6Hiis841qZT3jdCh_b6cd058f19534f07898b78e169a22e32.jpg,https://cdn.shopify.com/s/files/1/0859/0413/0361/files/business-interiors-default-title-obusforme-comfort-medium-back-chair-fabric-1261-3-schukra-42632855912761.png?v=1759098282,https://cdn.shopify.com/s/files/1/0859/0413/0361/files/business-interiors-default-title-obusforme-comfort-medium-back-chair-fabric-1261-3-schukra-42632855912761.png?v=1759098282,PUSHED
obusforme-elite-multi-tilter-chair-medium-back,9666748711225,2,53500092350777,https://cdn.shopify.com/s/files/1/0859/0413/0361/files/OBufd0GOHpzDx4zIBjFbj_6a342bb732904e8eb5f0363cb0d8a6ed.jpg?v=1777641957,OBUSforme Elite Multi-Tilter Medium Back Chair - Studio white background [AI office context],https://v3b.fal.media/files/b/0a9869ae/OBufd0GOHpzDx4zIBjFbj_6a342bb732904e8eb5f0363cb0d8a6ed.jpg,https://cdn.shopify.com/s/files/1/0859/0413/0361/files/Basicsr-ObusFormer-Elite-Heavy-Duty-Multi-Tilter-Chair-TS2770-3-Business-Interiors-16773158.png?v=1750129753,https://cdn.shopify.com/s/files/1/0859/0413/0361/files/Basicsr-ObusFormer-Elite-Heavy-Duty-Multi-Tilter-Chair-TS2770-3-Business-Interiors-16773158.png?v=1750129753,PUSHED
obusforme-elite-multi-tilter-chair-medium-back,9666748711225,3,53500092449081,https://cdn.shopify.com/s/files/1/0859/0413/0361/files/k9ABoVnDWoggBxAHWvhiF_775eb1ec4f3b431386e2092310ddadc8.jpg?v=1777641960,OBUSforme Elite Multi-Tilter Medium Back Chair - Office context A [AI office context],https://v3b.fal.media/files/b/0a9869af/k9ABoVnDWoggBxAHWvhiF_775eb1ec4f3b431386e2092310ddadc8.jpg,https://cdn.shopify.com/s/files/1/0859/0413/0361/files/Basicsr-ObusFormer-Elite-Heavy-Duty-Multi-Tilter-Chair-TS2770-3-Business-Interiors-16773158.png?v=1750129753,https://cdn.shopify.com/s/files/1/0859/0413/0361/files/Basicsr-ObusFormer-Elite-Heavy-Duty-Multi-Tilter-Chair-TS2770-3-Business-Interiors-16773158.png?v=1750129753,PUSHED
obusforme-elite-multi-tilter-chair-medium-back,9666748711225,4,53500092547385,https://cdn.shopify.com/s/files/1/0859/0413/0361/files/JBGV9jtFW93ajVL88j4Pd_8eaa7cf8de304aadb2cde899e4d0a515.jpg?v=1777641963,OBUSforme Elite Multi-Tilter Medium Back Chair - Office context B [AI office context],https://v3b.fal.media/files/b/0a9869b1/JBGV9jtFW93ajVL88j4Pd_8eaa7cf8de304aadb2cde899e4d0a515.jpg,https://cdn.shopify.com/s/files/1/0859/0413/0361/files/Basicsr-ObusFormer-Elite-Heavy-Duty-Multi-Tilter-Chair-TS2770-3-Business-Interiors-16773158.png?v=1750129753,https://cdn.shopify.com/s/files/1/0859/0413/0361/files/Basicsr-ObusFormer-Elite-Heavy-Duty-Multi-Tilter-Chair-TS2770-3-Business-Interiors-16773158.png?v=1750129753,PUSHED
planters,9676187631929,2,53500092645689,https://cdn.shopify.com/s/files/1/0859/0413/0361/files/ZkY7-QaJEDSa0RvbfOZT4_50efd5cb8f8d4ba2a75e91de05f6ac77.jpg?v=1777641967,Planters - Studio white background [AI office context],https://v3b.fal.media/files/b/0a9869ab/ZkY7-QaJEDSa0RvbfOZT4_50efd5cb8f8d4ba2a75e91de05f6ac77.jpg,https://cdn.shopify.com/s/files/1/0859/0413/0361/files/Planters-Business-Interiors-16713585.png?v=1750117390,https://cdn.shopify.com/s/files/1/0859/0413/0361/files/Planters-Business-Interiors-16713585.png?v=1750117390,PUSHED
planters,9676187631929,3,53500092678457,https://cdn.shopify.com/s/files/1/0859/0413/0361/files/NPZf1lD56tDg1F60bJOOo_69a68f0e212b416fbed46821d1822329.jpg?v=1777641969,Planters - Office context A [AI office context],https://v3b.fal.media/files/b/0a9869ac/NPZf1lD56tDg1F60bJOOo_69a68f0e212b416fbed46821d1822329.jpg,https://cdn.shopify.com/s/files/1/0859/0413/0361/files/Planters-Business-Interiors-16713585.png?v=1750117390,https://cdn.shopify.com/s/files/1/0859/0413/0361/files/Planters-Business-Interiors-16713585.png?v=1750117390,PUSHED
