Handle,Product_ID,Image_Position,Shopify_Image_ID,Shopify_CDN_URL,Alt_Text,FAL_Source_URL,Status
keys-2-set,9960567046457,4,53463047733561,https://cdn.shopify.com/s/files/1/0859/0413/0361/files/P_zbVbQLD0jraPtau2Sfh_c643b511-0df6-444f-af3f-0296a2c3e9c0.jpg?v=1777134069,Keys 2/set - Detail Close-Up,https://v3b.fal.media/files/b/0a979bc8/P_zbVbQLD0jraPtau2Sfh.jpg,PUSHED
newland-16w-box-box-file-mobile-pedestal-nlmp23bbf,9950669635897,2,53463047766329,https://cdn.shopify.com/s/files/1/0859/0413/0361/files/m7YLKQueZzxpt36Uy-qzy_2832ae2d-b139-4af6-b723-1459ac0ed1ce.jpg?v=1777134072,"Newland | 16""W Box/Box/File Mobile Pedestal NLMP23BBF - Office Setting",https://v3b.fal.media/files/b/0a979bc8/m7YLKQueZzxpt36Uy-qzy.jpg,PUSHED
newland-16w-box-box-file-mobile-pedestal-nlmp23bbf,9950669635897,3,53463047799097,https://cdn.shopify.com/s/files/1/0859/0413/0361/files/oCl6B2oKut_gQ3L4sllhd_3d360608-0260-4bae-8f8c-6db0b34fa454.jpg?v=1777134074,"Newland | 16""W Box/Box/File Mobile Pedestal NLMP23BBF - Workspace View",https://v3b.fal.media/files/b/0a979bc8/oCl6B2oKut_gQ3L4sllhd.jpg,PUSHED
newland-16w-box-box-file-mobile-pedestal-nlmp23bbf,9950669635897,4,53463047897401,https://cdn.shopify.com/s/files/1/0859/0413/0361/files/QqryI1bk7QKnA3SWhDv1o_e1418451-9a12-459e-89a8-d36251f4d5a2.jpg?v=1777134077,"Newland | 16""W Box/Box/File Mobile Pedestal NLMP23BBF - Detail Close-Up",https://v3b.fal.media/files/b/0a979bc8/QqryI1bk7QKnA3SWhDv1o.jpg,PUSHED
sonic-armchair-upholstered-seat-polypropylene-back-casters-6574,9945372459321,2,53463047930169,https://cdn.shopify.com/s/files/1/0859/0413/0361/files/B5ZAY18GW2lh4OJikHnm2_d0a297cd-059e-499f-96c9-ef3b12fd0ef3.jpg?v=1777134080,"Sonic™ Armchair, Upholstered Seat & Polypropylene Back, Casters (6574) - Office Setting",https://v3b.fal.media/files/b/0a979bc9/B5ZAY18GW2lh4OJikHnm2.jpg,PUSHED
sonic-armchair-upholstered-seat-polypropylene-back-casters-6574,9945372459321,3,53463047962937,https://cdn.shopify.com/s/files/1/0859/0413/0361/files/PZ2Ie21m11EyW8AGYPQbM_d62948aa-424b-4036-bb9a-163e043f46d4.jpg?v=1777134082,"Sonic™ Armchair, Upholstered Seat & Polypropylene Back, Casters (6574) - Workspace View",https://v3b.fal.media/files/b/0a979bc9/PZ2Ie21m11EyW8AGYPQbM.jpg,PUSHED
sonic-armchair-upholstered-seat-polypropylene-back-casters-6574,9945372459321,4,53463047995705,https://cdn.shopify.com/s/files/1/0859/0413/0361/files/EAKh881b-lX7utp-5pqTE_3b299025-4dbe-49b6-9310-61298b0105c1.jpg?v=1777134085,"Sonic™ Armchair, Upholstered Seat & Polypropylene Back, Casters (6574) - Detail Close-Up",https://v3b.fal.media/files/b/0a979bc9/EAKh881b-lX7utp-5pqTE.jpg,PUSHED
laptop-holder-for-100-ma1c-100-ma2c-monitor-arms,9943316529465,2,53463048094009,https://cdn.shopify.com/s/files/1/0859/0413/0361/files/B5dyduWsRU4rKpxDrbxD6_cf633b9c-2fc7-4f8b-9d7d-59866f88abda.jpg?v=1777134088,Laptop Holder for 100-MA1C & 100-MA2C Monitor Arms only - Office Setting,https://v3b.fal.media/files/b/0a979bc9/B5dyduWsRU4rKpxDrbxD6.jpg,PUSHED
laptop-holder-for-100-ma1c-100-ma2c-monitor-arms,9943316529465,3,53463048126777,https://cdn.shopify.com/s/files/1/0859/0413/0361/files/CFXP4P1eKX6S9633LNlJ7_9e21c746-a24c-47f1-a0b6-050bc7d476cc.jpg?v=1777134091,Laptop Holder for 100-MA1C & 100-MA2C Monitor Arms only - Workspace View,https://v3b.fal.media/files/b/0a979bc9/CFXP4P1eKX6S9633LNlJ7.jpg,PUSHED
laptop-holder-for-100-ma1c-100-ma2c-monitor-arms,9943316529465,4,53463048159545,https://cdn.shopify.com/s/files/1/0859/0413/0361/files/BRf7m1mf54SyMvDrHfgSe_4885c8f6-536d-4c90-b473-71f98052e74e.jpg?v=1777134093,Laptop Holder for 100-MA1C & 100-MA2C Monitor Arms only - Detail Close-Up,https://v3b.fal.media/files/b/0a979bc9/BRf7m1mf54SyMvDrHfgSe.jpg,PUSHED
cluster-seating-2,9924896358713,2,53463048257849,https://cdn.shopify.com/s/files/1/0859/0413/0361/files/DC6f_lwMyI-SFymyKnU1_d60a56d0-3049-477b-a726-25da86480e44.jpg?v=1777134096,Cluster Seating 2 - Office Setting,https://v3b.fal.media/files/b/0a979bca/_DC6f_lwMyI-SFymyKnU1.jpg,PUSHED
cluster-seating-2,9924896358713,3,53463048290617,https://cdn.shopify.com/s/files/1/0859/0413/0361/files/zv18pEGrWO6lDuTgveWxi_18c25c26-755e-419e-8bb6-37690dd8c250.jpg?v=1777134099,Cluster Seating 2 - Workspace View,https://v3b.fal.media/files/b/0a979bca/zv18pEGrWO6lDuTgveWxi.jpg,PUSHED
cluster-seating-2,9924896358713,4,53463048323385,https://cdn.shopify.com/s/files/1/0859/0413/0361/files/Xb4Bij1pJiVWy4f5MH1nI_cf35c86f-2e0c-41d0-b17d-b55d0713b700.jpg?v=1777134101,Cluster Seating 2 - Detail Close-Up,https://v3b.fal.media/files/b/0a979bca/Xb4Bij1pJiVWy4f5MH1nI.jpg,PUSHED
cluster-seating,9924895768889,2,53463048421689,https://cdn.shopify.com/s/files/1/0859/0413/0361/files/yIB2S2woD4cfGJI7ggfVk_c747d10e-00b0-4f57-bae5-cca19d43bb4a.jpg?v=1777134104,Cluster Seating 4 - Office Setting,https://v3b.fal.media/files/b/0a979bca/yIB2S2woD4cfGJI7ggfVk.jpg,PUSHED
