handle,title,industry_tag,matched_rule,admin_url,notes
otg-panels,OTG Panels,industry:business,default,https://admin.shopify.com/store/office-central/products/9665473052985,
otg-mobile-foot-kit-pack-of-2,OTG | Mobile Foot Kit - Pack of 2,industry:business,default,https://admin.shopify.com/store/office-central/products/9665643315513,
otg10740-masi-high-back-tilter,OTG10740 Masi | High Back Tilter,industry:business,default,https://admin.shopify.com/store/office-central/products/9708357452089,
otg13026-safari-medium-mesh-back-tilter-chair,OTG13026 Safari | Medium Mesh Back Tilter Chair,industry:business,default,https://admin.shopify.com/store/office-central/products/9712926556473,
otg3915-centro-guest-chair,OTG3915 Centro Guest Chair,industry:business,default,https://admin.shopify.com/store/office-central/products/9766199361849,
otgma2-dual-monitor-arm,OTGMA2 Dual Monitor Arm,industry:business,default,https://admin.shopify.com/store/office-central/products/9676167774521,
offices-to-go-chair-2,Offices To Go Chair,industry:business,default,https://admin.shopify.com/store/office-central/products/9103181250873,
offices-to-go-ionic-table-36-x-36-x-29-material-metal-base-finish-absolute-acajou-black-base-sandtex-1,"Offices To Go Ionic Table - 36"" x 36"" x 29"" - Material: Metal Base - Finish: Absolute Acajou, Black Base, Sandtex",industry:business,default,https://admin.shopify.com/store/office-central/products/9103429927225,
offices-to-go-ashmont-tilter-chair-1,Offices to Go® Ashmont Tilter Chair,industry:business,default,https://admin.shopify.com/store/office-central/products/9771586617657,
offices-to-go-newland-l-shaped-suite-nlp420,Offices to Go® Newland™ L-Shaped Suite NLP420,industry:business,default,https://admin.shopify.com/store/office-central/products/9855824068921,
offices-to-go-newland-u-shaped-suites-nlp406,Offices to Go® Newland™ U-Shaped Suites NLP406,industry:business,default,https://admin.shopify.com/store/office-central/products/9855852380473,
outdoor-park-benches,Outdoor Park Benches,industry:business,default,https://admin.shopify.com/store/office-central/products/9676931039545,
outdoor-steel-bench,Outdoor Steel Bench,industry:business,default,https://admin.shopify.com/store/office-central/products/9676932350265,
overtime-350-high-back-heavy-duty-multi-tilter,Overtime 350 | High Back Heavy Duty Multi-Tilter,industry:business,default,https://admin.shopify.com/store/office-central/products/9664325615929,
overtime-350-high-back-heavy-duty-multi-tilter-mvl13040,Overtime 350 | High Back Heavy Duty Multi-Tilter MVL13040,industry:business,default,https://admin.shopify.com/store/office-central/products/9667800334649,
overtime-high-back-multi-tilter-chair-mvl2756,Overtime | High Back Multi-Tilter Chair MVL2756,industry:business,default,https://admin.shopify.com/store/office-central/products/9666757919033,
pneumatic-single-table,PNEUMATIC SINGLE TABLE,industry:business,default,https://admin.shopify.com/store/office-central/products/10040680808761,
pod-phone-booths,POD Phone Booths,industry:business,default,https://admin.shopify.com/store/office-central/products/9683089654073,
pacific-high-back-tilter,Pacific High Back Tilter MVL11870,industry:business,default,https://admin.shopify.com/store/office-central/products/9747446432057,
partitions-66-high,"Partitions 66"" High",industry:business,default,https://admin.shopify.com/store/office-central/products/9749031158073,
partitions-66-high-2-offices-1,"Partitions 66"" High 2 Offices",industry:business,default,https://admin.shopify.com/store/office-central/products/9749031420217,
partitions-66-high-3-offices-1,"Partitions 66"" High 3 Offices",industry:business,default,https://admin.shopify.com/store/office-central/products/9749032632633,
partitions-66-high-6-offices,"Partitions 66"" High 6 Offices",industry:business,default,https://admin.shopify.com/store/office-central/products/9749033386297,
pedestal-box-box-file-with-or-without-wheels,Pedestal - Box/Box/File (With or without wheels),industry:business,default,https://admin.shopify.com/store/office-central/products/9103392276793,
pedestal-file-file-with-or-without-wheels,Pedestal - File/File (With or without wheels),industry:business,default,https://admin.shopify.com/store/office-central/products/9727990038841,
planter,Planter,industry:business,default,https://admin.shopify.com/store/office-central/products/9753608388921,
planters,Planters,industry:business,default,https://admin.shopify.com/store/office-central/products/9676187631929,
plexiglass-hanging-modesty-panel-48-width-x-15-height-2,"Plexiglass Hanging Modesty Panel - 48"" Width x 15"" Height",industry:business,default,https://admin.shopify.com/store/office-central/products/9103182364985,
plexiglass-modesty-panels,Plexiglass Modesty Panels,industry:business,default,https://admin.shopify.com/store/office-central/products/9800589377849,
pneumatic-height-adjustable-table,Pneumatic Height Adjustable Table,industry:business,default,https://admin.shopify.com/store/office-central/products/9725753360697,
polycarbonate-chairmat-for-hard-floors-hard-floor-60x-46-1,"Polycarbonate Chairmat for Hard Floors - Hard Floor 60""x 46""",industry:business,default,https://admin.shopify.com/store/office-central/products/9098369335609,
power-plant-500222pp90-daisychaining,Power Plant 500222PP90 Daisychaining,industry:business,default,https://admin.shopify.com/store/office-central/products/9842388468025,
power-station-with-3-outlets-and-2-usb,Power Station with 3 Outlets and 2 USB,industry:business,default,https://admin.shopify.com/store/office-central/products/9698778710329,
height-adjustable-l-shape-table,Premium Height Adjustable L-Shape Table,industry:business,default,https://admin.shopify.com/store/office-central/products/9687455924537,
premium-height-adjustable-table-1,Premium Height Adjustable Table,industry:business,default,https://admin.shopify.com/store/office-central/products/9665360331065,
premium-plinth-cylinder-table-recessed-base-2,"Premium Plinth Cylinder Table, Recessed Base",industry:business,default,https://admin.shopify.com/store/office-central/products/9764262936889,
premium-series-lateral-file-cabinet-2-3-4-5-drawer-1,"Premium Series Lateral File Cabinet (2,3,4 & 5 Drawer)",industry:business,default,https://admin.shopify.com/store/office-central/products/9114485391673,
prime-multi-storage-cabinet-lateral-file,Prime Multi-Storage Cabinet / Lateral File,industry:business,default,https://admin.shopify.com/store/office-central/products/9733027463481,
prime-49-6h-two-file-multi-stor-cabinet-36w-x-18d-one-adjustable-shelf-gucc41g1836p,"Prime™ 49.6""H Two File Multi-Stor Cabinet, 36""W x 18""D - One Adjustable Shelf (GUCC41G1836P)",industry:business,default,https://admin.shopify.com/store/office-central/products/9733027758393,
privacy-desk-top-dividers,Privacy Desk Top Dividers,industry:business,default,https://admin.shopify.com/store/office-central/products/9693105062201,
quick-assembly-electric-height-adjustable-base,Quick Assembly Electric Height Adjustable Base,industry:business,default,https://admin.shopify.com/store/office-central/products/10045568352569,
quick-assembly-electric-height-adjustable-base-2-legs,Quick Assembly Electric Height Adjustable Base - 2 legs,industry:business,default,https://admin.shopify.com/store/office-central/products/9783856824633,
quick-assembly-height-adjustable-base,Quick Assembly Height Adjustable Base,industry:business,default,https://admin.shopify.com/store/office-central/products/9842444271929,
racetrack-conference-table-1-top,"Racetrack Conference Table 1"" Top",industry:business,default,https://admin.shopify.com/store/office-central/products/9851761426745,
rambler-ottoman-8-shape-size-options,Rambler Ottoman (8 Shape & Size),industry:business,default,https://admin.shopify.com/store/office-central/products/9769354592569,
ranger-steel-4-post-table-42-w-x-30-d,Ranger Steel 4-Post Table 42”W x 30”D,industry:business,default,https://admin.shopify.com/store/office-central/products/9702669975865,
ranger-steel-4-post-table-42-w-x-30-d-with-drawer-safco,Ranger Steel 4-Post Table 42”W x 30”D with Drawer SAFCO,industry:business,default,https://admin.shopify.com/store/office-central/products/9702670467385,
ranger-table,Ranger Table,industry:business,default,https://admin.shopify.com/store/office-central/products/9785891127609,
raven-high-back-heavy-duty-synchro-tilter-chair-otg10703b,Raven High Back Heavy Duty Synchro-Tilter Chair OTG10703B,industry:business,default,https://admin.shopify.com/store/office-central/products/9745595597113,
rebound-armchair-polypropylene-seat-1,"Rebound™ Armchair, Polypropylene Seat",industry:business,default,https://admin.shopify.com/store/office-central/products/9693093790009,
rebound-armchair-upholstered-seat-r5apug,"Rebound™ Armchair, Upholstered Seat (R5APUG)",industry:business,default,https://admin.shopify.com/store/office-central/products/9729492975929,
reception-desk-84-x-84-1,"Reception Desk - 84"" x 84""",industry:business,default,https://admin.shopify.com/store/office-central/products/9098379854137,
recycled-plastic-picnic-tables,Recycled Plastic Picnic Tables,industry:business,default,https://admin.shopify.com/store/office-central/products/9676931498297,
regalia-task-mesh-chair-otg10892,Regalia Task Mesh Chair OTG10892,industry:business,default,https://admin.shopify.com/store/office-central/products/9706986733881,
robust-high-back-multi-tilter-chair-2526,Robust High Back Multi-Tilter Chair 2526,industry:business,default,https://admin.shopify.com/store/office-central/products/9905517953337,
robust-high-back-multi-tilter-chair-500lb-weight-capacity-glb74475,Robust High Back Multi-Tilter Chair 500lb Weight Capacity GLB74475,industry:business,default,https://admin.shopify.com/store/office-central/products/9666742124857,
rollamat-for-carpet-carpeted-floor-53-x-45-3,"RollaMat for Carpet - Carpeted Floor 53""  x 45""",industry:business,default,https://admin.shopify.com/store/office-central/products/9098336895289,
roma-1900-nesting-chair,Roma 1900 Nesting Chair,industry:business,default,https://admin.shopify.com/store/office-central/products/9719788732729,
round-metal-base,Round Metal Base,industry:business,default,https://admin.shopify.com/store/office-central/products/9968003612985,
round-table-x-base-5,Round Table - X-Base,industry:business,default,https://admin.shopify.com/store/office-central/products/9103337423161,
round-table-29-high,"Round Table 29"" High",industry:business,default,https://admin.shopify.com/store/office-central/products/9680085844281,
round-table-29-high-8-colours,"Round Table 29"" High (8 Colours)",industry:business,default,https://admin.shopify.com/store/office-central/products/10128782164281,
round-table-42,"Round Table 42""",industry:business,default,https://admin.shopify.com/store/office-central/products/10132451787065,
round-table-42-high-bar-height,"Round Table 42"" High Bar Height",industry:business,default,https://admin.shopify.com/store/office-central/products/9103357116729,
round-table-cross-base-8-colours,Round Table Cross Base 8 Colours,industry:business,default,https://admin.shopify.com/store/office-central/products/9841829478713,
round-table-glass-top,Round Table Glass Top,industry:business,default,https://admin.shopify.com/store/office-central/products/9673696248121,
round-table-glass-top-1,Round Table Glass Top,industry:business,default,https://admin.shopify.com/store/office-central/products/9673698214201,
ryno-patio-furniture-waterproof-polyethylene,Ryno Patio Furniture Waterproof Polyethylene,industry:business,default,https://admin.shopify.com/store/office-central/products/9683645563193,
soho-desk-single-pedestal-2-sizes,SOHO Desk Single Pedestal 2 sizes,industry:business,default,https://admin.shopify.com/store/office-central/products/9688274895161,
solo-gues-chair,SOLO GUEST CHAIR 5225SSU,industry:business,default,https://admin.shopify.com/store/office-central/products/10024625176889,
sphere-power,SPHERE Power,industry:business,default,https://admin.shopify.com/store/office-central/products/9723869462841,
storage-right-ff-sc-left-wardrobe,STORAGE / RIGHT FF & SC / LEFT WARDROBE,industry:business,default,https://admin.shopify.com/store/office-central/products/9722809811257,
safco-2130sl-desk-mount-for-monitor-keyboard,"Safco 2130SL Desk Mount for Monitor, Keyboard",industry:business,default,https://admin.shopify.com/store/office-central/products/9710313079097,
safe-digital-fire-water-file,Safe Digital Fire/Water File,industry:business,default,https://admin.shopify.com/store/office-central/products/9103180366137,
safe-small-security-safe-with-electronic-lock-8-7-x-13-8-x-10-6-3,"Safe Small Security Safe with Electronic Lock  8.7"" x 13.8"" x 10.6""",industry:business,default,https://admin.shopify.com/store/office-central/products/9103180693817,
scoot-8945bl-lectern,Scoot 8945BL Lectern,industry:business,default,https://admin.shopify.com/store/office-central/products/9837829685561,
scoot-multi-purpose-lectern-8922bl-1,Scoot™ Multi-Purpose Lectern 8922BL,industry:business,default,https://admin.shopify.com/store/office-central/products/9693074391353,
screenflex-5-panel-mobile-light-duty-portable-room-divider-65h-x-95w-fabric-color-stone,"Screenflex 5 Panel Mobile Light-Duty Portable Room Divider, 6'5""H x 9'5""W, Fabric Color: Stone",industry:business,default,https://admin.shopify.com/store/office-central/products/9688173543737,
screenflex-room-dividers,Screenflex Room Dividers,industry:business,default,https://admin.shopify.com/store/office-central/products/9757974364473,
security-safe-39-x-26-5-x-26-5-1,"Security Safe  39"" x 26.5"" x 26.5""",industry:business,default,https://admin.shopify.com/store/office-central/products/9103329820985,
security-safe-fire-resistant-50-5-x-26-5-1,"Security Safe  Fire Resistant 50.5"" x 26.5""",industry:business,default,https://admin.shopify.com/store/office-central/products/9103328969017,
sentry-safe-security-safe-with-electronic-lock-4,Sentry Safe Security Safe with Electronic Lock,industry:business,default,https://admin.shopify.com/store/office-central/products/9103335326009,
sidero-guest-chair-28-colour-options,Sidero Guest Chair 28 Colour Options,industry:business,default,https://admin.shopify.com/store/office-central/products/9699268591929,
single-pedestal-desk-60w-x-30d,"Single Pedestal Desk - 60""W x 30""D",industry:business,default,https://admin.shopify.com/store/office-central/products/9726655791417,
single-pedestal-desk-nlp232,Single Pedestal Desk NLP232,industry:business,default,https://admin.shopify.com/store/office-central/products/9782658629945,
sirena-lounge-chair-3371,Sirena Lounge Chair,industry:business,default,https://admin.shopify.com/store/office-central/products/9893663277369,
sit-stand-1,Sit Stand,industry:business,default,https://admin.shopify.com/store/office-central/products/9710311440697,
sit-stand-adjustable-desk-riser-32-wide,"Sit Stand Adjustable Desk Riser 32"" Wide",industry:business,default,https://admin.shopify.com/store/office-central/products/9667819798841,
sit-stand-fellowes-lotus-dual-arm-not-included,Sit Stand Fellowes Lotus (Dual Arm not included),industry:business,default,https://admin.shopify.com/store/office-central/products/9667821994297,
sit2stand-series-sit-stand-workstation,Sit2Stand Series Sit-Stand Workstation,industry:business,default,https://admin.shopify.com/store/office-central/products/9688143266105,
six-13-medium-back-multi-tilter,Six 13 | Medium Back Multi-Tilter,industry:business,default,https://admin.shopify.com/store/office-central/products/9666758738233,
six-31-medium-back-multi-tilter-glbotg11631b,Six 31 | Medium Back Multi-Tilter  GLBOTG11631B,industry:business,default,https://admin.shopify.com/store/office-central/products/9666756935993,
soft-pods,Soft Pods,industry:business,default,https://admin.shopify.com/store/office-central/products/9667868524857,
solid-steel-shelving-starter-set,"Solid Steel Shelving, Starter Set",industry:business,default,https://admin.shopify.com/store/office-central/products/10046412554553,
sonic-bar-stools-for-42-high-tables,"Sonic Bar Stools for 42"" High Tables",industry:business,default,https://admin.shopify.com/store/office-central/products/9778210931001,
sonic-armchair-polypropylene-seat-back-6513,"Sonic™ Armchair, Polypropylene Seat & Back (6513)",industry:business,default,https://admin.shopify.com/store/office-central/products/10043552071993,
sonic-armchair-upholstered-seat-polypropylene-back-casters-6574,"Sonic™ Armchair, Upholstered Seat & Polypropylene Back, Casters (6574)",industry:business,default,https://admin.shopify.com/store/office-central/products/9945372459321,
sonic-armless-counter-stool-polypropylene-seat-back-6558cs,"Sonic™ Armless Counter Stool, Polypropylene Seat & Back (6558CS)",industry:business,default,https://admin.shopify.com/store/office-central/products/10042767475001,
sora-mesh-back-chair-6941-6942,Sora Mesh Back Chair 6941 6942,industry:business,default,https://admin.shopify.com/store/office-central/products/9828305142073,
sparrow-otg10920-guest-chair,Sparrow OTG10920 Guest Chair,industry:business,default,https://admin.shopify.com/store/office-central/products/9747454427449,
spritz-with-arms-and-castors-6765c,Spritz with Arms and Castors 6765C,industry:business,default,https://admin.shopify.com/store/office-central/products/10017041875257,
square-table-x-base-3-sizes,Square Table - X-Base 3 Sizes,industry:business,default,https://admin.shopify.com/store/office-central/products/9826729656633,
stacking-chair-duet-glb6621,Stacking Chair Duet GLB6621,industry:business,default,https://admin.shopify.com/store/office-central/products/9667770679609,
stacking-chair-popcorn-6711,Stacking Chair Popcorn 6711,industry:business,default,https://admin.shopify.com/store/office-central/products/9667777626425,
stacking-chair-sas-10-plus-colours,Stacking Chair SAS (10 Plus Colours),industry:business,default,https://admin.shopify.com/store/office-central/products/9667787161913,
stacking-chair-sonic-6508,Stacking Chair Sonic 6508,industry:business,default,https://admin.shopify.com/store/office-central/products/9667781034297,
standard-lateral-files-2-3-4-5-drawers,"Standard Lateral Files (2,3,4 & 5 Drawers)",industry:business,default,https://admin.shopify.com/store/office-central/products/9782444425529,
standing-desk-for-corner-desk-5,Standing Desk for Corner Desk,industry:business,default,https://admin.shopify.com/store/office-central/products/9103350169913,
storage-cabinet-credenza-72w-x-24d,"Storage Cabinet Credenza, 72""W x 24""D",industry:business,default,https://admin.shopify.com/store/office-central/products/9722772357433,
storage-cabinet-medium-duty-72x18x36w,"Storage Cabinet Medium Duty 72""x18""x36""W",industry:business,default,https://admin.shopify.com/store/office-central/products/9103385526585,
storage-cabinet-with-doors,Storage Cabinet with Doors,industry:business,default,https://admin.shopify.com/store/office-central/products/9853010051385,
storage-wardrobe-unit,Storage Wardrobe Unit,industry:business,default,https://admin.shopify.com/store/office-central/products/9722804863289,
stream-armchair-polypropylene-seat-back-2075app-1,"Stream™ Armchair, Polypropylene Seat & Back (2075APP)",industry:business,default,https://admin.shopify.com/store/office-central/products/9693091201337,
stream-armless-chair-polypropylene-seat-back-2075app,"Stream™ Armless Chair, Polypropylene Seat & Back 2075APP",industry:business,default,https://admin.shopify.com/store/office-central/products/9693091889465,
supra-x-chair-1,Supra X™ Chair,industry:business,default,https://admin.shopify.com/store/office-central/products/9795527344441,
tl-high-back-multi-tilter,TL | High Back Multi-Tilter,industry:business,default,https://admin.shopify.com/store/office-central/products/9664286523705,
tl-high-back-synchro-tilter,TL | High Back Synchro-Tilter,industry:business,default,https://admin.shopify.com/store/office-central/products/9770566779193,
table-18x28,"Table - 18""x28""",industry:business,default,https://admin.shopify.com/store/office-central/products/9114131923257,
table-29-x-28-3,"Table - 29"" x 28""",industry:business,default,https://admin.shopify.com/store/office-central/products/9113895928121,
table-29-x-28-4,"Table - 29"" x 28""",industry:business,default,https://admin.shopify.com/store/office-central/products/9113981321529,
table-29-x-28-5,"Table - 29"" x 28""",industry:business,default,https://admin.shopify.com/store/office-central/products/9114029326649,
table-desk-1,Table Desk,industry:business,default,https://admin.shopify.com/store/office-central/products/9782640640313,
table-desk-13-colour-options,Table Desk 13 Colour options,industry:business,default,https://admin.shopify.com/store/office-central/products/9455249195321,
table-desk-height-adjustable,Table Desk Height Adjustable,industry:business,default,https://admin.shopify.com/store/office-central/products/10086725615929,
table-round-height-adjustable,Table Round Height Adjustable,industry:business,default,https://admin.shopify.com/store/office-central/products/9683059179833,
table-tops,Table Tops (17 Shapes & Sizes),industry:business,default,https://admin.shopify.com/store/office-central/products/10085804048697,
tables-dolly-7,Tables Dolly,industry:business,default,https://admin.shopify.com/store/office-central/products/9113822462265,
tables-dolly-8,Tables Dolly,industry:business,default,https://admin.shopify.com/store/office-central/products/9113935479097,
taper-leg-table,Taper Leg Table,industry:business,default,https://admin.shopify.com/store/office-central/products/9724674277689,
teknion-ac-boardroom,"Teknion ""AC Boardroom""",industry:business,default,https://admin.shopify.com/store/office-central/products/9748327694649,
teknion-boardroom,"Teknion ""Boardroom""",industry:business,default,https://admin.shopify.com/store/office-central/products/9748332216633,
teknion-lounge,"Teknion ""Lounge""",industry:business,default,https://admin.shopify.com/store/office-central/products/9748330873145,
teknion-seating,Teknion Seating,industry:business,default,https://admin.shopify.com/store/office-central/products/9748339360057,
temptations-office-suite,Temptations Office Suite,industry:business,default,https://admin.shopify.com/store/office-central/products/9968549429561,
terina-training-tables-rectangular-table-8-sizes,Terina™ Training Tables Rectangular Table 8 Sizes,industry:business,default,https://admin.shopify.com/store/office-central/products/9686654255417,
the-accord-tilter-high-back-chair-1,The Accord Tilter High Back Chair,industry:business,default,https://admin.shopify.com/store/office-central/products/9771515150649,
temptations-office-suite-copy,The Corporate Office Suite,industry:business,default,https://admin.shopify.com/store/office-central/products/9968549888313,
the-erin-armless-chair-wood-legs-gc36530,"The Erin Armless Chair, Wood Legs (GC36530)",industry:business,default,https://admin.shopify.com/store/office-central/products/9729480393017,
the-halifax-collection,The Halifax Collection,industry:business,default,https://admin.shopify.com/store/office-central/products/9817942851897,
the-twilight-armchair-wood-veneer-back-2198ws,"The Twilight Armchair, Wood Veneer Back (2198WS)",industry:business,default,https://admin.shopify.com/store/office-central/products/9729485898041,
tower-charging-station-with-usb-ports-2-colour-options,Tower Charging Station with USB ports. 2 Colour options.,industry:business,default,https://admin.shopify.com/store/office-central/products/9700992221497,
training-flip-top-tables-1,Training Flip Top Tables,industry:business,default,https://admin.shopify.com/store/office-central/products/9686674637113,
trapezoid-tables-3-sizes,Trapezoid Tables (3 Sizes),industry:business,default,https://admin.shopify.com/store/office-central/products/9769268871481,
trent-tilter-chair-high-back-bonded-leather-2717-4,Trent Tilter Chair High Back Bonded Leather 2717-4,industry:business,default,https://admin.shopify.com/store/office-central/products/9747450822969,
triple-monitor-arm,Triple Monitor Arm,industry:business,default,https://admin.shopify.com/store/office-central/products/9666433515833,
triple-monitor-and-ipad-holder,Triple Monitor and Ipad Holder,industry:business,default,https://admin.shopify.com/store/office-central/products/9785822609721,
tritek-7472-3-chair,Tritek 7472-3 Chair,industry:business,default,https://admin.shopify.com/store/office-central/products/10016146129209,
tucana-elite-training-nesting-tables,Tucana Elite Training Nesting Tables,industry:business,default,https://admin.shopify.com/store/office-central/products/9728150241593,
two-drawer-lateral-file-nl3624lft,Two Drawer Lateral File NL3624LFT,industry:business,default,https://admin.shopify.com/store/office-central/products/9782603186489,
two-stage-electric-height-adjustable-table,Two-Stage Electric Height Adjustable Table,industry:business,default,https://admin.shopify.com/store/office-central/products/9744712171833,
u-shape-d-top-workstation,U-Shape D-Top Workstation,industry:business,default,https://admin.shopify.com/store/office-central/products/9720842944825,
u-shape-desk-nlp205,U-Shape Desk NLP205,industry:business,default,https://admin.shopify.com/store/office-central/products/9468352889145,
u-shape-height-adjust-desk,U-Shape Height Adjust Desk,industry:business,default,https://admin.shopify.com/store/office-central/products/9499674050873,
u-shape-height-adjustable-desk-suite-zira,U-Shape Height Adjustable Desk Suite Zira,industry:business,default,https://admin.shopify.com/store/office-central/products/9688255365433,
upscale-table-1,UPSCALE Table,industry:business,default,https://admin.shopify.com/store/office-central/products/9674761797945,
ultima-adjustable-stool,Ultima Adjustable Stool,industry:business,default,https://admin.shopify.com/store/office-central/products/9683134611769,
ultra-armless-high-back-tilter-mvl11732,Ultra | Armless High Back Tilter MVL11732,industry:business,default,https://admin.shopify.com/store/office-central/products/9771602084153,
ultra-high-back-tilter-with-arms-mvl11730,Ultra | High Back Tilter with Arms MVL11730,industry:business,default,https://admin.shopify.com/store/office-central/products/9771600707897,
ultra-medium-back-guest-chair-with-arms-mvl11742,Ultra | Medium Back Guest Chair with Arms MVL11742,industry:business,default,https://admin.shopify.com/store/office-central/products/10168477090105,
upscale-meeting-boardroom-tables-3-sizes-8-colours,"Upscale Meeting / Boardroom Tables 3 Sizes, 8 Colours",industry:business,default,https://admin.shopify.com/store/office-central/products/9674747117881,
vion-mesh-high-back-chair-1,VION Mesh High Back Chair,industry:business,default,https://admin.shopify.com/store/office-central/products/9499576009017,
vertical-file-2-drawer-letter,Vertical File 2 Drawer Letter,industry:business,default,https://admin.shopify.com/store/office-central/products/9727967494457,
vertical-fireproof-cabinets-2-3-4-drawer,"Vertical Fireproof Cabinets (2, 3 & 4 Drawer)",industry:business,default,https://admin.shopify.com/store/office-central/products/9779950256441,
vesta-power-tower,Vesta Power Tower,industry:business,default,https://admin.shopify.com/store/office-central/products/9665685782841,
workway-planters,WORKWAY Planters,industry:business,default,https://admin.shopify.com/store/office-central/products/9724679127353,
wardrobe,Wardrobe,industry:business,default,https://admin.shopify.com/store/office-central/products/9763504587065,
wardrobe-storage-cabinet-htwlevsr7218,Wardrobe / Storage Cabinet HTWLEVSR7218,industry:business,default,https://admin.shopify.com/store/office-central/products/9855836586297,
wardrobe-with-lock,Wardrobe with Lock,industry:business,default,https://admin.shopify.com/store/office-central/products/9722802536761,
white-board-magnetic-mobile-on-wheels,White Board Magnetic (mobile) on wheels,industry:business,default,https://admin.shopify.com/store/office-central/products/10030448312633,
wind-lounge-seating,Wind Lounge Seating,industry:business,default,https://admin.shopify.com/store/office-central/products/9676171379001,
wood-laminate-storage-cabinets,Wood Laminate Storage cabinets,industry:business,default,https://admin.shopify.com/store/office-central/products/9788608184633,
work-table-at,Work Table AT,industry:business,default,https://admin.shopify.com/store/office-central/products/9826724872505,
workstation-96-x-50-x-29-4-person-station,"Workstation - 96"" x 50"" x 29"" (4 Person Station)",industry:business,default,https://admin.shopify.com/store/office-central/products/9103363014969,
xplorer-51-gaming-chair,XPlorer 51 Gaming Chair,industry:business,default,https://admin.shopify.com/store/office-central/products/9725750247737,
yoho-task-chairs,Yoho Task Chairs,industry:business,default,https://admin.shopify.com/store/office-central/products/9776145465657,
yoho-armless-drafting-task-chair-stool,Yoho | Armless Drafting Task Chair Stool,industry:business,default,https://admin.shopify.com/store/office-central/products/9666387476793,
yoho-medium-back-task-chair-mvl2778,Yoho | Medium Back Task Chair MVL2778,industry:business,default,https://admin.shopify.com/store/office-central/products/9778292195641,
zim-synchro-tilter-chair-high-back-mesh-mesh-back-black,Zim Synchro-Tilter Chair High Back Mesh Mesh Back,industry:business,default,https://admin.shopify.com/store/office-central/products/9039323201849,
zira-conference-table-9-sizes,Zira Conference Table - 9 Sizes,industry:business,default,https://admin.shopify.com/store/office-central/products/9103414755641,
zira-workstation-3-person,Zira Workstation 3 Person,industry:business,default,https://admin.shopify.com/store/office-central/products/9688253759801,
zune-tilter-chair-black-fabric-seat-plastic-mesh-back-medium-back-otg11751b,"Zune Tilter Chair - Black Fabric Seat - Plastic, Mesh Back - Medium Back OTG11751B",industry:business,default,https://admin.shopify.com/store/office-central/products/9747452592441,
efloat-quattro-humanscale,eFloat Quattro Humanscale,industry:business,default,https://admin.shopify.com/store/office-central/products/9982087758137,
i-pad-holders,iPad Holders,industry:business,default,https://admin.shopify.com/store/office-central/products/10102435873081,
additional-services-dismantle-re-assemble,Additional Services-Dismantle & Re-Assemble,,SKIPPED — no type_tag (service SKU or edge case),https://admin.shopify.com/store/office-central/products/9916922233145,"SERVICE SKU — not a real product, consider unpublishing or leave untagged"
carpeted-floor-48-x-36-6,"Carpeted Floor - 48"" x 36""",,SKIPPED — no type_tag (service SKU or edge case),https://admin.shopify.com/store/office-central/products/9099976245561,"SERVICE SKU — not a real product, consider unpublishing or leave untagged"
carpeted-floor-48-x-60,"Carpeted Floor - 48"" x 60""",,SKIPPED — no type_tag (service SKU or edge case),https://admin.shopify.com/store/office-central/products/9100253757753,"SERVICE SKU — not a real product, consider unpublishing or leave untagged"
carpeted-floor-48-x-60-1,"Carpeted Floor - 48"" x 60""",,SKIPPED — no type_tag (service SKU or edge case),https://admin.shopify.com/store/office-central/products/9100254708025,"SERVICE SKU — not a real product, consider unpublishing or leave untagged"
carpeted-floor-60x-46,"Carpeted Floor - 60""x 46""",,SKIPPED — no type_tag (service SKU or edge case),https://admin.shopify.com/store/office-central/products/9099975065913,"SERVICE SKU — not a real product, consider unpublishing or leave untagged"
colour,Colour,,SKIPPED — no type_tag (service SKU or edge case),https://admin.shopify.com/store/office-central/products/10052613177657,"NEEDS MANUAL TYPE — in ""Other"" bucket and no keyword match"
craft-round-20-unit,"Craft | Round 20"" Unit",,SKIPPED — no type_tag (service SKU or edge case),https://admin.shopify.com/store/office-central/products/9769342763321,"NEEDS MANUAL TYPE — in ""Other"" bucket and no keyword match"
delivery,Delivery,,SKIPPED — no type_tag (service SKU or edge case),https://admin.shopify.com/store/office-central/products/10179884024121,"NEEDS MANUAL TYPE — in ""Other"" bucket and no keyword match"
delivery-charge-85-00,Delivery Charge $85.00,,SKIPPED — no type_tag (service SKU or edge case),https://admin.shopify.com/store/office-central/products/9746670092601,"SERVICE SKU — not a real product, consider unpublishing or leave untagged"
delivery-charge-175-00,Delivery Charge 175.00,,SKIPPED — no type_tag (service SKU or edge case),https://admin.shopify.com/store/office-central/products/9778565120313,"SERVICE SKU — not a real product, consider unpublishing or leave untagged"
diet,Diet,,SKIPPED — no type_tag (service SKU or edge case),https://admin.shopify.com/store/office-central/products/9682813813049,"SERVICE SKU — not a real product, consider unpublishing or leave untagged"
dispose,Disposal Program,,SKIPPED — no type_tag (service SKU or edge case),https://admin.shopify.com/store/office-central/products/9905594925369,"SERVICE SKU — not a real product, consider unpublishing or leave untagged"
follower-block-mvlfb,Follower Block MVLFB,,SKIPPED — no type_tag (service SKU or edge case),https://admin.shopify.com/store/office-central/products/9963964367161,"NEEDS MANUAL TYPE — in ""Other"" bucket and no keyword match"
