id,handle,title,collection_type,published_at,product_count_live
473194692921,stools,Stools,custom,2024-03-25T04:37:05-04:00,8
471847960889,stools-drafting-chairs,Stools & Drafting Chairs,custom,2024-02-26T02:28:53-05:00,11
473280315705,stools-seating,Stools (Seating),custom,2024-03-26T22:03:21-04:00,-1
526847377721,storage,Storage & Filing,smart,2026-05-07T00:34:38-04:00,82
469948924217,storage-and-filing,Storage and filing,custom,2024-01-17T03:19:32-05:00,1
471845929273,storage-cabinets,Storage Cabinets,custom,2024-02-26T00:46:13-05:00,8
471845962041,storage-cabinets-lockers,Storage Cabinets & Lockers,custom,2024-02-26T00:46:26-05:00,3
473279463737,storage-cabinets-storage,Storage Cabinets (Storage),custom,2024-03-26T21:35:56-04:00,-1
473196200249,straight-desks,Straight Desks,custom,2024-03-25T04:51:01-04:00,12
473362202937,straight-desks-desks,Straight Desks,custom,2024-03-28T07:34:02-04:00,17
476855173433,strollers,Strollers,custom,2024-06-10T17:03:57-04:00,2
473197314361,student-chairs,Student Chairs,custom,,-1
472130978105,student-desks,Student Desks,custom,,5
473197379897,student-tables,Student Tables,custom,,4
473366626617,student-tables-educational-furniture,Student Tables (Educational Furniture),custom,,-1
502405628217,table-bases,Table Bases,custom,2025-05-20T15:00:51-04:00,5
473196134713,table-desks,Table Desks,custom,2024-03-25T04:50:46-04:00,6
476571238713,table-desks-1,Table Desks,custom,2024-06-04T13:15:45-04:00,6
493802193209,table-tops,Table Tops,custom,2025-02-11T13:14:18-05:00,-1
526847410489,tables,Tables,smart,2026-05-07T00:34:41-04:00,104
502851764537,tables-1,Tables,custom,2025-05-26T09:44:46-04:00,0
476854747449,tablet-chairs,Tablet Chairs,custom,2024-06-10T16:58:26-04:00,3
526379024697,task-chairs,Task Chairs,smart,2026-04-29T19:56:01-04:00,10
502853239097,teachers-cabinets,Teachers Cabinets,custom,2025-05-26T10:21:29-04:00,-1
471845110073,technology,Technology,custom,2024-02-26T00:09:08-05:00,0
491514396985,teknion-upscale-products,Teknion Upscale Products,custom,2025-01-05T13:02:29-05:00,0
